Date,City,Product,Category,Quantity,Unit Price,Total Sales,Channel
14-Dec-2024,Chennai,Tablet,Tablets,6,48284.54,289707.24,Online
25-Feb-2024,Jaipur,Laptop,Computers,2,79214.17,158428.34,Online
15-Apr-2023,Jaipur,Tablet,Tablets,2,12021.94,24043.88,Online
18-Feb-2023,Jaipur,Smartphone,Mobiles,2,33179.35,66358.70,Retail Store
18-Feb-2024,Bengaluru,Bluetooth Speaker,Audio,9,58535.89,526823.01,Online
2-Aug-2022,Pune,LED TV,Television,4,78141.57,312566.28,Retail Store
22-Jul-2022,Chennai,Bluetooth Speaker,Audio,8,72477.27,579818.16,Online
23-Aug-2024,Bengaluru,Laptop,Computers,7,15486.88,108408.16,Online
28-Jul-2023,Mumbai,Tablet,Tablets,3,56642.65,169927.95,Online
18-Sep-2024,Chennai,LED TV,Television,3,34888.74,104666.22,Online
15-Apr-2023,Delhi,Headphones,Audio,2,13943.40,27886.80,Retail Store
17-Nov-2024,Mumbai,LED TV,Television,5,101842.19,509210.95,Online
9-Feb-2023,Mumbai,Tablet,Tablets,6,82981.89,497891.34,Online
27-Oct-2022,Bengaluru,Laptop,Computers,10,27953.37,279533.70,Retail Store
14-Mar-2022,Pune,Headphones,Audio,1,28330.98,28330.98,Retail Store
15-Jan-2022,Jaipur,Keyboard,Accessories,9,66541.84,598876.56,Online
2-Jun-2022,Jaipur,Headphones,Audio,4,105654.63,422618.52,Retail Store
6-Feb-2024,Chennai,Smartwatch,Wearables,8,79854.05,638832.40,Online
26-Dec-2022,Delhi,Keyboard,Accessories,9,116687.83,1050190.47,Retail Store
7-May-2022,Pune,Tablet,Tablets,4,47536.27,190145.08,Retail Store
28-Jan-2022,Mumbai,LED TV,Television,2,46528.24,93056.48,Retail Store
24-Jun-2023,Hyderabad,Keyboard,Accessories,8,104847.42,838779.36,Retail Store
9-Oct-2023,Pune,Laptop,Computers,5,89765.41,448827.05,Online
23-Dec-2023,Delhi,Smartphone,Mobiles,3,22926.76,68780.28,Online
17-May-2024,Bengaluru,Bluetooth Speaker,Audio,6,90857.69,545146.14,Online
17-Jan-2024,Pune,Laptop,Computers,2,100067.85,200135.70,Online
22-Jul-2022,Delhi,Tablet,Tablets,5,17037.80,85189.00,Retail Store
9-Dec-2022,Hyderabad,LED TV,Television,3,78704.31,236112.93,Online
20-Mar-2022,Chennai,Laptop,Computers,2,43167.06,86334.12,Retail Store
5-Apr-2024,Hyderabad,Smartwatch,Wearables,3,33000.76,99002.28,Online
30-Jan-2024,Chennai,Laptop,Computers,6,53910.26,323461.56,Retail Store
12-Aug-2022,Kolkata,Laptop,Computers,4,13851.61,55406.44,Online
30-Jul-2024,Delhi,Headphones,Audio,10,15068.08,150680.80,Retail Store
26-Mar-2022,Jaipur,Tablet,Tablets,7,90364.04,632548.28,Online
20-Feb-2024,Mumbai,Laptop,Computers,5,75303.09,376515.45,Online
13-Nov-2022,Kolkata,LED TV,Television,9,107586.55,968278.95,Retail Store
23-Dec-2024,Hyderabad,Keyboard,Accessories,9,104806.66,943259.94,Online
13-Jun-2024,Chennai,Smartwatch,Wearables,2,11938.34,23876.68,Retail Store
10-Dec-2022,Mumbai,LED TV,Television,10,85299.71,852997.10,Retail Store
24-Jan-2023,Hyderabad,Headphones,Audio,1,15754.59,15754.59,Online
13-Jan-2024,Delhi,Tablet,Tablets,9,97798.52,880186.68,Online
19-Sep-2022,Mumbai,Keyboard,Accessories,6,8699.95,52199.70,Retail Store
25-Oct-2023,Pune,Tablet,Tablets,3,19742.36,59227.08,Online
9-Nov-2024,Chennai,Keyboard,Accessories,8,70766.23,566129.84,Retail Store
28-Sep-2023,Jaipur,Laptop,Computers,1,90084.08,90084.08,Online
10-Nov-2022,Chennai,LED TV,Television,3,26369.90,79109.70,Online
7-Jun-2024,Mumbai,Bluetooth Speaker,Audio,4,50995.59,203982.36,Retail Store
23-Jan-2022,Chennai,Keyboard,Accessories,3,66278.24,198834.72,Retail Store
14-Feb-2023,Mumbai,Bluetooth Speaker,Audio,10,98330.87,983308.70,Online
11-May-2022,Chennai,Smartwatch,Wearables,8,11284.15,90273.20,Online
8-Apr-2023,Bengaluru,Headphones,Audio,6,67849.95,407099.70,Online
13-Feb-2024,Jaipur,Smartphone,Mobiles,5,50984.97,254924.85,Online
11-Dec-2022,Hyderabad,Smartphone,Mobiles,6,51133.67,306802.02,Online
23-May-2023,Bengaluru,Keyboard,Accessories,9,99866.10,898794.90,Online
11-Jun-2023,Pune,Keyboard,Accessories,10,77652.28,776522.80,Online
13-Sep-2022,Jaipur,Headphones,Audio,5,51987.51,259937.55,Online
1-Sep-2022,Chennai,Smartwatch,Wearables,6,30912.60,185475.60,Online
8-Sep-2024,Pune,Smartphone,Mobiles,7,109946.32,769624.24,Online
7-Jan-2024,Jaipur,Tablet,Tablets,7,109378.78,765651.46,Online
23-Jan-2023,Jaipur,Smartwatch,Wearables,10,102618.71,1026187.10,Online
12-Nov-2022,Hyderabad,Tablet,Tablets,7,81152.17,568065.19,Retail Store
18-Jul-2022,Delhi,Smartwatch,Wearables,5,95384.86,476924.30,Online
23-Jul-2022,Mumbai,Bluetooth Speaker,Audio,10,99039.36,990393.60,Online
9-Jun-2023,Jaipur,Smartphone,Mobiles,6,20348.09,122088.54,Retail Store
1-Jan-2023,Pune,Laptop,Computers,2,108477.14,216954.28,Online
11-May-2022,Bengaluru,Smartphone,Mobiles,5,87923.67,439618.35,Online
24-Oct-2023,Hyderabad,Tablet,Tablets,5,105758.00,528790.00,Retail Store
7-Jul-2022,Hyderabad,Headphones,Audio,10,16732.90,167329.00,Retail Store
15-Feb-2022,Delhi,Headphones,Audio,8,85057.29,680458.32,Online
20-Jun-2022,Hyderabad,Smartwatch,Wearables,5,83011.84,415059.20,Online
7-Nov-2024,Pune,Headphones,Audio,5,70489.44,352447.20,Retail Store
2-Feb-2023,Bengaluru,LED TV,Television,6,108966.88,653801.28,Online
6-Nov-2024,Mumbai,Smartphone,Mobiles,9,12787.82,115090.38,Retail Store
22-Jun-2022,Kolkata,Headphones,Audio,5,38505.80,192529.00,Retail Store
4-Jul-2023,Bengaluru,Tablet,Tablets,10,72464.33,724643.30,Retail Store
7-Aug-2024,Kolkata,Smartwatch,Wearables,1,85317.86,85317.86,Retail Store
20-Dec-2023,Mumbai,Bluetooth Speaker,Audio,9,35871.70,322845.30,Retail Store
1-May-2023,Pune,LED TV,Television,1,18810.04,18810.04,Online
7-Oct-2023,Jaipur,Tablet,Tablets,8,85061.87,680494.96,Online
6-Feb-2023,Jaipur,Smartphone,Mobiles,3,10494.83,31484.49,Retail Store
23-Sep-2022,Pune,Tablet,Tablets,7,90062.04,630434.28,Retail Store
22-Jul-2022,Chennai,LED TV,Television,6,51824.94,310949.64,Retail Store
9-Sep-2023,Kolkata,LED TV,Television,6,59351.85,356111.10,Retail Store
27-Sep-2024,Hyderabad,Bluetooth Speaker,Audio,8,111853.68,894829.44,Online
9-Jan-2023,Jaipur,Headphones,Audio,5,102203.34,511016.70,Retail Store
24-Jan-2023,Kolkata,Smartwatch,Wearables,1,90850.41,90850.41,Online
1-Aug-2023,Bengaluru,Keyboard,Accessories,7,79085.35,553597.45,Online
8-Dec-2022,Chennai,Bluetooth Speaker,Audio,5,101604.83,508024.15,Retail Store
5-Mar-2022,Chennai,Bluetooth Speaker,Audio,10,27794.75,277947.50,Online
17-Apr-2022,Bengaluru,Headphones,Audio,3,83964.73,251894.19,Online
19-Jan-2022,Pune,Keyboard,Accessories,10,42253.72,422537.20,Retail Store
10-Sep-2022,Jaipur,Smartphone,Mobiles,4,8273.22,33092.88,Online
14-Oct-2023,Chennai,Tablet,Tablets,1,27039.50,27039.50,Retail Store
20-Mar-2024,Bengaluru,Tablet,Tablets,2,50938.72,101877.44,Online
21-Jan-2024,Delhi,Keyboard,Accessories,9,77857.24,700715.16,Retail Store
5-Mar-2022,Delhi,Smartwatch,Wearables,2,89758.59,179517.18,Online
8-Nov-2022,Kolkata,Laptop,Computers,10,12576.49,125764.90,Retail Store
15-May-2023,Kolkata,Bluetooth Speaker,Audio,10,44391.23,443912.30,Online
21-Nov-2024,Kolkata,LED TV,Television,5,37004.15,185020.75,Retail Store
14-Oct-2022,Jaipur,Bluetooth Speaker,Audio,3,26308.75,78926.25,Online
9-May-2022,Pune,Headphones,Audio,1,23540.07,23540.07,Online
22-Nov-2023,Chennai,Tablet,Tablets,3,65233.30,195699.90,Retail Store
9-Aug-2024,Pune,Keyboard,Accessories,1,8238.99,8238.99,Online
9-Jul-2022,Bengaluru,Laptop,Computers,3,103599.16,310797.48,Retail Store
14-Oct-2023,Jaipur,Bluetooth Speaker,Audio,3,56707.63,170122.89,Retail Store
23-Sep-2022,Bengaluru,Smartphone,Mobiles,8,58536.50,468292.00,Retail Store
31-Aug-2023,Jaipur,Laptop,Computers,6,105529.00,633174.00,Online
4-Oct-2024,Bengaluru,Smartwatch,Wearables,3,104091.55,312274.65,Online
17-Mar-2022,Delhi,Bluetooth Speaker,Audio,3,109494.97,328484.91,Retail Store
13-Jun-2022,Pune,Keyboard,Accessories,7,61057.22,427400.54,Retail Store
13-Feb-2024,Mumbai,Bluetooth Speaker,Audio,7,96750.78,677255.46,Online
2-Apr-2024,Mumbai,Bluetooth Speaker,Audio,7,109216.20,764513.40,Online
5-Jan-2024,Jaipur,Keyboard,Accessories,10,95570.80,955708.00,Retail Store
31-Jul-2022,Hyderabad,LED TV,Television,6,9890.71,59344.26,Online
9-Aug-2024,Hyderabad,Laptop,Computers,4,17827.40,71309.60,Online
3-Nov-2023,Hyderabad,Tablet,Tablets,5,72904.11,364520.55,Online
5-Jul-2024,Pune,Tablet,Tablets,9,52175.91,469583.19,Online
8-Feb-2023,Jaipur,Bluetooth Speaker,Audio,3,110868.23,332604.69,Online
11-Mar-2023,Pune,Tablet,Tablets,10,34588.74,345887.40,Retail Store
2-Nov-2023,Bengaluru,Smartphone,Mobiles,6,89362.11,536172.66,Online
20-Sep-2023,Hyderabad,Laptop,Computers,5,87565.28,437826.40,Retail Store
13-Oct-2023,Delhi,Bluetooth Speaker,Audio,2,11772.04,23544.08,Online
6-Dec-2023,Jaipur,Tablet,Tablets,5,32530.27,162651.35,Online
27-Jul-2024,Chennai,Laptop,Computers,7,96297.79,674084.53,Retail Store
27-Dec-2024,Mumbai,Keyboard,Accessories,8,106797.28,854378.24,Retail Store
21-Mar-2024,Chennai,Headphones,Audio,5,92379.80,461899.00,Online
21-Apr-2024,Pune,Tablet,Tablets,5,20418.43,102092.15,Retail Store
27-Feb-2023,Hyderabad,Headphones,Audio,9,81649.71,734847.39,Retail Store
27-Jun-2022,Mumbai,Laptop,Computers,10,99881.32,998813.20,Retail Store
6-Jul-2023,Jaipur,Smartwatch,Wearables,1,55870.99,55870.99,Online
19-Dec-2024,Mumbai,Smartwatch,Wearables,9,55602.96,500426.64,Online
23-Mar-2024,Jaipur,Smartphone,Mobiles,6,12570.05,75420.30,Online
26-Jul-2022,Mumbai,Headphones,Audio,6,87747.57,526485.42,Online
17-Jun-2024,Delhi,Headphones,Audio,5,50474.70,252373.50,Online
30-Sep-2022,Jaipur,Smartphone,Mobiles,9,26137.72,235239.48,Retail Store
31-Aug-2022,Chennai,LED TV,Television,7,51995.03,363965.21,Retail Store
3-Jan-2022,Kolkata,LED TV,Television,4,95805.22,383220.88,Online
11-Nov-2022,Delhi,Smartwatch,Wearables,1,71542.29,71542.29,Retail Store
8-Nov-2022,Pune,Smartwatch,Wearables,5,47838.52,239192.60,Retail Store
30-Nov-2023,Kolkata,Headphones,Audio,9,82793.51,745141.59,Online
2-Feb-2022,Chennai,LED TV,Television,6,61917.88,371507.28,Online
19-Apr-2024,Chennai,Tablet,Tablets,8,38134.78,305078.24,Online
28-Oct-2022,Bengaluru,LED TV,Television,3,86242.23,258726.69,Online
27-May-2023,Chennai,Smartwatch,Wearables,9,47384.57,426461.13,Retail Store
20-Aug-2022,Delhi,Tablet,Tablets,4,54861.72,219446.88,Online
9-Jan-2023,Pune,Smartwatch,Wearables,5,117024.69,585123.45,Online
26-Aug-2023,Pune,Smartphone,Mobiles,2,40719.02,81438.04,Retail Store
13-Oct-2024,Pune,Tablet,Tablets,5,24128.79,120643.95,Online
28-Jul-2024,Jaipur,Bluetooth Speaker,Audio,3,77003.92,231011.76,Online
7-Apr-2023,Mumbai,Smartphone,Mobiles,5,31308.12,156540.60,Online
29-Mar-2023,Pune,Keyboard,Accessories,4,72394.43,289577.72,Online
20-Nov-2023,Jaipur,Bluetooth Speaker,Audio,8,111089.13,888713.04,Online
5-May-2022,Pune,LED TV,Television,3,77515.98,232547.94,Retail Store
29-Jun-2022,Delhi,Bluetooth Speaker,Audio,2,119966.98,239933.96,Online
24-Jan-2022,Chennai,Laptop,Computers,9,54858.40,493725.60,Online
28-Mar-2023,Bengaluru,Bluetooth Speaker,Audio,2,45744.82,91489.64,Online
4-May-2022,Pune,Bluetooth Speaker,Audio,5,85267.14,426335.70,Retail Store
18-May-2023,Mumbai,Smartwatch,Wearables,4,119543.18,478172.72,Online
13-Apr-2022,Pune,Smartwatch,Wearables,2,92395.02,184790.04,Online
13-Nov-2023,Mumbai,Smartphone,Mobiles,6,118608.44,711650.64,Online
24-Oct-2022,Bengaluru,Keyboard,Accessories,1,110701.37,110701.37,Online
5-Mar-2023,Bengaluru,Headphones,Audio,10,108001.68,1080016.80,Retail Store
29-Nov-2024,Mumbai,Headphones,Audio,6,116035.60,696213.60,Retail Store
20-Apr-2024,Pune,Keyboard,Accessories,2,91456.32,182912.64,Online
11-Dec-2023,Jaipur,Smartphone,Mobiles,1,22943.77,22943.77,Online
24-Aug-2024,Bengaluru,Laptop,Computers,8,78234.02,625872.16,Retail Store
4-Apr-2024,Kolkata,Tablet,Tablets,6,98148.66,588891.96,Retail Store
18-May-2022,Hyderabad,LED TV,Television,8,73635.50,589084.00,Online
7-Feb-2024,Bengaluru,Bluetooth Speaker,Audio,8,17870.40,142963.20,Online
6-Jan-2023,Chennai,Keyboard,Accessories,4,52044.62,208178.48,Online
19-Aug-2022,Pune,LED TV,Television,10,110589.51,1105895.10,Online
25-Mar-2023,Kolkata,Smartphone,Mobiles,3,114653.71,343961.13,Retail Store
6-Dec-2023,Bengaluru,LED TV,Television,4,6547.42,26189.68,Online
18-Jul-2022,Delhi,Headphones,Audio,2,54300.18,108600.36,Online
8-Nov-2023,Jaipur,Tablet,Tablets,4,98654.94,394619.76,Retail Store
12-Jun-2022,Mumbai,Smartphone,Mobiles,1,48746.23,48746.23,Retail Store
29-Nov-2022,Delhi,Bluetooth Speaker,Audio,8,74718.80,597750.40,Online
20-May-2023,Bengaluru,Smartphone,Mobiles,4,89177.69,356710.76,Online
2-Oct-2022,Mumbai,Tablet,Tablets,10,46178.29,461782.90,Online
10-Aug-2024,Delhi,LED TV,Television,8,61255.23,490041.84,Online
31-Dec-2024,Mumbai,LED TV,Television,3,85636.68,256910.04,Retail Store
19-Oct-2023,Kolkata,Laptop,Computers,3,50212.34,150637.02,Online
30-Oct-2024,Delhi,Bluetooth Speaker,Audio,3,20798.10,62394.30,Retail Store
3-Sep-2024,Chennai,Smartphone,Mobiles,7,6850.17,47951.19,Retail Store
4-Jun-2023,Bengaluru,Smartwatch,Wearables,6,51725.02,310350.12,Retail Store
10-Sep-2023,Mumbai,Keyboard,Accessories,8,27611.46,220891.68,Online
25-Jan-2024,Delhi,Keyboard,Accessories,6,94006.36,564038.16,Online
13-Mar-2024,Chennai,Keyboard,Accessories,4,93608.42,374433.68,Online
5-Feb-2024,Hyderabad,LED TV,Television,8,57630.43,461043.44,Online
21-Aug-2022,Hyderabad,LED TV,Television,1,98664.96,98664.96,Online
13-Jun-2022,Delhi,Bluetooth Speaker,Audio,9,31210.62,280895.58,Online
7-Oct-2023,Pune,LED TV,Television,5,84046.38,420231.90,Retail Store
19-Mar-2022,Hyderabad,Laptop,Computers,1,114048.55,114048.55,Online
12-Jan-2023,Mumbai,LED TV,Television,6,11173.08,67038.48,Retail Store
26-Aug-2022,Kolkata,Laptop,Computers,5,73034.70,365173.50,Online
7-Nov-2024,Bengaluru,Tablet,Tablets,2,39331.64,78663.28,Online
30-Jul-2024,Pune,Headphones,Audio,3,108012.00,324036.00,Retail Store
17-Oct-2023,Bengaluru,Keyboard,Accessories,6,14900.38,89402.28,Retail Store
17-Feb-2022,Mumbai,Tablet,Tablets,8,74685.03,597480.24,Online
16-May-2023,Pune,Laptop,Computers,4,6765.85,27063.40,Retail Store
9-Feb-2023,Bengaluru,Smartphone,Mobiles,1,5551.73,5551.73,Online
20-Sep-2022,Bengaluru,Tablet,Tablets,1,16757.91,16757.91,Online
23-Nov-2023,Pune,Keyboard,Accessories,1,99171.73,99171.73,Online
15-Feb-2022,Mumbai,Keyboard,Accessories,3,50561.90,151685.70,Retail Store
31-Jul-2024,Chennai,Laptop,Computers,4,93378.10,373512.40,Online
22-Jan-2022,Jaipur,Laptop,Computers,8,62624.46,500995.68,Retail Store
13-Sep-2024,Delhi,Headphones,Audio,2,86261.66,172523.32,Retail Store
22-Apr-2024,Pune,Bluetooth Speaker,Audio,9,56142.74,505284.66,Online
4-Mar-2023,Delhi,Smartphone,Mobiles,5,40704.36,203521.80,Retail Store
24-Jul-2022,Delhi,Smartphone,Mobiles,1,92571.68,92571.68,Online
25-Dec-2023,Pune,Headphones,Audio,9,7177.42,64596.78,Retail Store
16-Apr-2023,Bengaluru,Keyboard,Accessories,3,49915.28,149745.84,Retail Store
18-Aug-2024,Kolkata,Smartphone,Mobiles,6,83529.53,501177.18,Retail Store
18-May-2023,Kolkata,Tablet,Tablets,9,42765.91,384893.19,Retail Store
27-Jun-2023,Bengaluru,Keyboard,Accessories,10,5593.32,55933.20,Retail Store
4-Oct-2023,Bengaluru,Laptop,Computers,1,101461.70,101461.70,Retail Store
7-Nov-2023,Pune,Smartphone,Mobiles,4,118768.85,475075.40,Online
1-May-2024,Hyderabad,Keyboard,Accessories,6,28415.64,170493.84,Retail Store
11-Apr-2022,Pune,Bluetooth Speaker,Audio,9,40725.93,366533.37,Retail Store
5-Apr-2023,Chennai,Laptop,Computers,3,29185.67,87557.01,Online
19-Oct-2024,Kolkata,Tablet,Tablets,10,71103.30,711033.00,Online
17-Apr-2022,Hyderabad,Smartphone,Mobiles,9,97690.48,879214.32,Online
26-Jul-2023,Kolkata,Bluetooth Speaker,Audio,7,54014.65,378102.55,Retail Store
26-Jul-2024,Delhi,Bluetooth Speaker,Audio,10,62392.38,623923.80,Online
13-Dec-2023,Pune,Bluetooth Speaker,Audio,5,57925.10,289625.50,Online
29-Nov-2022,Delhi,Keyboard,Accessories,5,22623.29,113116.45,Retail Store
31-Jul-2022,Mumbai,Headphones,Audio,5,44834.33,224171.65,Online
10-Mar-2023,Jaipur,Tablet,Tablets,7,25545.20,178816.40,Retail Store
5-Feb-2022,Bengaluru,Laptop,Computers,10,95463.46,954634.60,Online
7-Apr-2023,Kolkata,Smartphone,Mobiles,8,7104.63,56837.04,Retail Store
4-Jan-2024,Delhi,Headphones,Audio,4,96565.69,386262.76,Retail Store
8-Dec-2024,Mumbai,Keyboard,Accessories,10,43318.43,433184.30,Retail Store
23-Aug-2022,Chennai,LED TV,Television,1,22948.03,22948.03,Online
7-Feb-2024,Kolkata,LED TV,Television,1,32817.22,32817.22,Retail Store
3-Jun-2022,Bengaluru,Smartphone,Mobiles,3,32428.56,97285.68,Retail Store
29-Dec-2023,Bengaluru,Smartwatch,Wearables,7,30063.36,210443.52,Retail Store
14-May-2024,Delhi,Keyboard,Accessories,7,112658.89,788612.23,Retail Store
25-Oct-2024,Pune,Laptop,Computers,4,42132.13,168528.52,Retail Store
8-Jan-2022,Hyderabad,Smartphone,Mobiles,2,48099.79,96199.58,Retail Store
3-Feb-2022,Jaipur,Smartwatch,Wearables,1,44786.94,44786.94,Retail Store
10-Apr-2024,Jaipur,Keyboard,Accessories,8,31262.29,250098.32,Retail Store
27-Nov-2024,Jaipur,Headphones,Audio,9,101128.17,910153.53,Online
24-Oct-2024,Mumbai,Laptop,Computers,4,114067.93,456271.72,Retail Store
14-Nov-2022,Hyderabad,Smartphone,Mobiles,8,118430.18,947441.44,Retail Store
10-Apr-2024,Pune,Smartwatch,Wearables,8,107645.08,861160.64,Online
17-Apr-2024,Chennai,Tablet,Tablets,1,15766.86,15766.86,Retail Store
6-Jun-2023,Delhi,Smartphone,Mobiles,9,45652.05,410868.45,Retail Store
5-Aug-2024,Hyderabad,Smartphone,Mobiles,3,30377.42,91132.26,Retail Store
28-Jul-2022,Delhi,Tablet,Tablets,9,105070.93,945638.37,Retail Store
20-Jun-2022,Bengaluru,Tablet,Tablets,10,35029.62,350296.20,Retail Store
6-May-2024,Pune,LED TV,Television,3,83582.73,250748.19,Retail Store
20-Nov-2022,Mumbai,Laptop,Computers,2,18348.92,36697.84,Retail Store
9-Aug-2022,Bengaluru,Bluetooth Speaker,Audio,5,40273.53,201367.65,Retail Store
12-Dec-2022,Mumbai,Headphones,Audio,1,93575.63,93575.63,Online
4-Sep-2022,Bengaluru,Headphones,Audio,5,85197.83,425989.15,Online
28-Mar-2024,Bengaluru,Smartwatch,Wearables,2,50065.59,100131.18,Online
1-Nov-2024,Pune,Smartphone,Mobiles,2,19329.47,38658.94,Retail Store
9-Sep-2023,Pune,Laptop,Computers,7,19001.12,133007.84,Online
25-Aug-2023,Hyderabad,Headphones,Audio,10,31448.55,314485.50,Retail Store
27-Sep-2023,Hyderabad,LED TV,Television,10,73783.09,737830.90,Online
24-Oct-2022,Pune,Headphones,Audio,7,118309.71,828167.97,Online
28-Jul-2023,Pune,Tablet,Tablets,5,7830.14,39150.70,Online
29-Sep-2024,Pune,Smartwatch,Wearables,1,55252.31,55252.31,Retail Store
6-Oct-2023,Chennai,Smartphone,Mobiles,10,119158.74,1191587.40,Online
27-May-2023,Hyderabad,LED TV,Television,2,15842.61,31685.22,Retail Store
25-Jun-2023,Bengaluru,Headphones,Audio,4,22245.58,88982.32,Online
16-Jan-2024,Bengaluru,Headphones,Audio,5,104305.68,521528.40,Online
9-Dec-2022,Mumbai,Bluetooth Speaker,Audio,4,95444.48,381777.92,Online
26-Feb-2024,Kolkata,Smartphone,Mobiles,6,73414.21,440485.26,Online
5-Apr-2023,Bengaluru,Headphones,Audio,7,115436.83,808057.81,Retail Store
24-Sep-2023,Pune,Smartphone,Mobiles,1,90697.80,90697.80,Retail Store
4-Aug-2024,Mumbai,LED TV,Television,5,70395.90,351979.50,Retail Store
14-Apr-2024,Jaipur,Smartphone,Mobiles,6,46054.83,276328.98,Online
8-May-2024,Mumbai,Keyboard,Accessories,6,19215.25,115291.50,Retail Store
29-Aug-2024,Bengaluru,Tablet,Tablets,10,62999.06,629990.60,Retail Store
22-Dec-2022,Hyderabad,Smartphone,Mobiles,9,22101.44,198912.96,Online
13-Jan-2023,Chennai,Keyboard,Accessories,7,113483.65,794385.55,Retail Store
29-Jun-2023,Kolkata,Tablet,Tablets,8,68263.95,546111.60,Retail Store
25-Mar-2022,Pune,Smartwatch,Wearables,7,108608.22,760257.54,Online
30-Aug-2023,Bengaluru,Laptop,Computers,3,110564.25,331692.75,Retail Store
14-Feb-2022,Hyderabad,Tablet,Tablets,2,43931.52,87863.04,Retail Store
12-Sep-2023,Chennai,Smartwatch,Wearables,4,91490.46,365961.84,Retail Store
24-Sep-2024,Mumbai,LED TV,Television,7,81467.38,570271.66,Online
4-Feb-2022,Mumbai,Laptop,Computers,10,39131.59,391315.90,Retail Store
2-Sep-2024,Chennai,Bluetooth Speaker,Audio,6,64693.86,388163.16,Retail Store
19-May-2023,Mumbai,Headphones,Audio,2,45983.51,91967.02,Retail Store
8-Nov-2022,Pune,Tablet,Tablets,8,28231.51,225852.08,Online
6-Oct-2022,Pune,Headphones,Audio,9,98551.35,886962.15,Online
27-Apr-2022,Jaipur,Headphones,Audio,8,43436.67,347493.36,Online
20-Dec-2023,Bengaluru,Laptop,Computers,2,42174.71,84349.42,Online
21-Sep-2024,Chennai,Headphones,Audio,5,105068.53,525342.65,Retail Store
29-Mar-2023,Mumbai,Smartphone,Mobiles,6,74819.63,448917.78,Online
18-Nov-2023,Hyderabad,Tablet,Tablets,8,22370.06,178960.48,Retail Store
31-Mar-2024,Bengaluru,Tablet,Tablets,9,50061.25,450551.25,Online
23-Jul-2023,Jaipur,Smartphone,Mobiles,6,67548.41,405290.46,Retail Store
14-Jun-2023,Chennai,Bluetooth Speaker,Audio,4,61551.27,246205.08,Online
9-Feb-2022,Jaipur,Bluetooth Speaker,Audio,5,87919.44,439597.20,Online
20-Apr-2024,Bengaluru,Headphones,Audio,6,84817.88,508907.28,Retail Store
30-Sep-2022,Bengaluru,LED TV,Television,4,23642.57,94570.28,Retail Store
14-Oct-2022,Jaipur,Tablet,Tablets,8,83747.01,669976.08,Retail Store
22-Sep-2023,Pune,Smartwatch,Wearables,10,59316.32,593163.20,Online
4-Sep-2022,Kolkata,Headphones,Audio,4,96549.80,386199.20,Retail Store
1-Jan-2024,Mumbai,Laptop,Computers,7,24028.54,168199.78,Retail Store
16-Apr-2022,Hyderabad,Tablet,Tablets,10,15328.40,153284.00,Online
26-Jan-2023,Pune,Headphones,Audio,7,99841.94,698893.58,Online
11-Oct-2023,Kolkata,Bluetooth Speaker,Audio,2,46029.00,92058.00,Retail Store
20-Jul-2023,Jaipur,Smartwatch,Wearables,9,38757.32,348815.88,Online
3-Mar-2023,Delhi,LED TV,Television,9,90498.17,814483.53,Retail Store
9-Aug-2022,Bengaluru,Tablet,Tablets,6,29379.37,176276.22,Retail Store
30-Dec-2022,Chennai,Tablet,Tablets,9,47130.90,424178.10,Online
1-Apr-2023,Delhi,Headphones,Audio,10,12214.77,122147.70,Online
3-Oct-2022,Mumbai,LED TV,Television,9,52984.45,476860.05,Online
2-Jul-2023,Kolkata,Tablet,Tablets,7,66857.72,468004.04,Retail Store
21-Feb-2023,Delhi,Smartphone,Mobiles,4,61628.11,246512.44,Online
1-May-2023,Pune,Keyboard,Accessories,4,63915.33,255661.32,Retail Store
25-Feb-2023,Delhi,Bluetooth Speaker,Audio,5,110509.46,552547.30,Online
17-Aug-2024,Pune,Headphones,Audio,3,56491.60,169474.80,Retail Store
28-Jun-2022,Chennai,Headphones,Audio,5,102371.59,511857.95,Retail Store
1-Oct-2024,Bengaluru,Headphones,Audio,6,69470.48,416822.88,Retail Store
16-Sep-2023,Kolkata,Tablet,Tablets,8,19324.57,154596.56,Retail Store
8-Jul-2024,Kolkata,Smartphone,Mobiles,1,39274.88,39274.88,Online
13-May-2023,Jaipur,Laptop,Computers,5,56736.87,283684.35,Retail Store
26-Feb-2024,Mumbai,Headphones,Audio,4,89412.67,357650.68,Retail Store
23-Jul-2024,Hyderabad,Smartwatch,Wearables,7,64991.17,454938.19,Online
6-Mar-2023,Hyderabad,LED TV,Television,3,7938.28,23814.84,Retail Store
26-Sep-2023,Kolkata,Smartphone,Mobiles,4,24404.62,97618.48,Online
29-Mar-2023,Kolkata,Keyboard,Accessories,8,20311.46,162491.68,Online
31-Dec-2022,Bengaluru,LED TV,Television,1,15939.12,15939.12,Online
13-Jul-2023,Jaipur,Headphones,Audio,6,21511.83,129070.98,Retail Store
18-Jul-2024,Delhi,Keyboard,Accessories,5,79698.60,398493.00,Online
18-May-2024,Hyderabad,Smartwatch,Wearables,10,20595.81,205958.10,Online
22-Nov-2024,Delhi,Keyboard,Accessories,2,108626.94,217253.88,Retail Store
23-Mar-2023,Kolkata,Bluetooth Speaker,Audio,2,87845.86,175691.72,Online
25-Jul-2022,Kolkata,LED TV,Television,4,91048.70,364194.80,Retail Store
10-Nov-2024,Jaipur,Bluetooth Speaker,Audio,8,108454.31,867634.48,Retail Store
