Date,Keyword_City,Keyword_Product,Keyword_Category,Keyword_Channel,Quantity,Unit Price,Total Sales
01-Dec-22,6,8,7,10,3,30064.62,90193.86
20-Jul-24,7,8,7,15,8,85587.94,684703.52
16-Jul-22,7,4,4,10,10,9950.18,99501.8
13-Sep-23,6,4,4,10,1,104591.2,104591.2
14-Jan-22,3,4,4,15,8,111706.3,893650.4
29-Sep-24,8,2,2,10,7,118393.94,828757.58
31-Jul-24,4,2,2,10,6,24205.77,145234.62
16-Jun-23,8,5,3,15,6,85147.55,510885.3
10-Dec-23,6,2,2,10,7,46086.47,322605.29
26-Feb-24,1,3,3,10,3,88478.52,265435.56
04-Oct-24,6,2,2,10,9,46821.32,421391.88
03-Nov-24,5,7,6,10,1,116497.2,116497.2
03-Sep-22,3,2,2,15,1,50030.95,50030.95
01-Jan-23,1,2,2,10,5,27984.14,139920.7
26-Feb-23,5,6,5,10,10,59889.21,598892.1
12-Aug-22,8,1,1,15,10,29961.46,299614.6
09-Jul-22,7,7,6,15,7,40102.24,280715.68
26-Jan-24,4,7,6,10,6,11993.34,71960.04
09-Sep-23,8,8,7,10,7,56668.57,396679.99
21-Feb-22,6,5,3,15,6,105979.72,635878.32
09-Jul-24,7,7,6,15,7,110776.86,775438.02
01-May-24,3,6,5,10,5,75002.45,375012.25
18-Dec-22,1,5,3,10,1,70156.93,70156.93
17-Sep-24,3,4,4,15,4,32993.04,131972.16
06-Oct-22,4,1,1,15,4,19804.37,79217.48
27-Feb-22,7,5,3,15,2,34110.04,68220.08
23-Jan-22,4,1,1,15,6,19126.79,114760.74
06-Jan-24,2,2,2,15,9,101295.67,911661.03
21-Jun-24,4,5,3,15,8,60679.28,485434.24
21-Jul-24,5,6,5,15,9,86107.16,774964.44
14-Mar-24,7,5,3,15,8,29138.91,233111.28
17-Feb-24,4,2,2,10,1,12408.75,12408.75
12-Jan-24,6,2,2,10,4,19050.04,76200.16
31-Mar-23,7,8,7,15,8,44396.19,355169.52
26-May-24,6,8,7,15,2,11105.7,22211.4
22-Sep-22,4,8,7,10,7,78193.13,547351.91
20-Apr-23,5,1,1,10,3,48237.97,144713.91
30-Jul-22,4,7,6,10,3,110473.26,331419.78
13-Sep-23,7,3,3,10,4,101274.47,405097.88
07-Mar-22,2,3,3,10,8,95975.67,767805.36
18-Jul-22,6,8,7,15,1,118085.11,118085.11
09-Jan-22,2,6,5,10,5,6903.54,34517.7
22-May-22,5,8,7,10,1,48305.69,48305.69
20-Apr-23,3,4,4,10,5,13246.17,66230.85
08-Apr-24,2,3,3,15,1,89259.34,89259.34
07-May-22,6,5,3,15,9,64219.34,577974.06
31-Jan-22,2,8,7,10,10,48600.03,486000.3
02-Jan-23,3,5,3,15,4,52358.24,209432.96
15-Aug-23,7,5,3,10,4,83736.24,334944.96
18-Aug-24,5,6,5,10,3,118077.83,354233.49
01-Oct-23,7,3,3,15,6,101418.3,608509.8
21-Jul-23,2,8,7,15,2,23508.51,47017.02
20-Feb-22,2,5,3,10,7,77873.88,545117.16
02-Apr-23,3,5,3,15,9,86611.56,779504.04
05-Sep-23,6,2,2,15,7,94524.85,661673.95
14-Aug-22,1,1,1,10,6,59545.25,357271.5
20-Sep-22,5,8,7,15,2,89177.4,178354.8
06-Sep-22,8,2,2,10,3,111167.02,333501.06
03-Jun-24,1,1,1,15,2,21099.33,42198.66
09-Jun-23,2,8,7,15,8,99937.1,799496.8
17-May-22,2,1,1,10,1,55968.25,55968.25
17-Aug-22,4,6,5,15,3,54546.14,163638.42
15-Feb-24,5,6,5,15,1,43090.69,43090.69
06-Nov-23,3,1,1,10,4,53928.22,215712.88
22-May-22,3,6,5,10,7,10769.08,75383.56
25-May-23,7,8,7,10,6,83404.52,500427.12
04-Jun-23,3,3,3,10,5,64238.3,321191.5
31-May-22,7,4,4,10,8,67090.83,536726.64
29-Apr-24,2,3,3,15,2,104427.24,208854.48
11-Jan-23,4,8,7,10,2,75276.55,150553.1
09-May-24,1,7,6,15,6,52260.98,313565.88
22-Mar-23,3,3,3,10,10,106179.42,1061794.2
26-Jun-22,5,5,3,15,10,71681.79,716817.9
04-May-22,1,6,5,10,10,90688.46,906884.6
24-May-24,5,4,4,10,4,56983.34,227933.36
10-Jan-24,2,3,3,10,6,42475.06,254850.36
08-Nov-22,8,6,5,15,8,119441.76,955534.08
23-Jan-23,6,7,6,10,1,17350.86,17350.86
23-Nov-23,3,8,7,10,6,74297.82,445786.92
29-Aug-24,3,1,1,10,2,48901.97,97803.94
19-Jul-23,4,3,3,15,9,83941.51,755473.59
16-Jul-23,2,1,1,15,1,64972.38,64972.38
31-Aug-24,3,4,4,10,4,8367.68,33470.72
27-Apr-24,1,6,5,15,9,97439.79,876958.11
03-Feb-24,6,2,2,15,2,106055.95,212111.9
29-Sep-22,4,2,2,15,3,35453.7,106361.1
10-Aug-24,3,8,7,15,6,5442.25,32653.5
04-May-22,5,5,3,15,4,68749.48,274997.92
16-Sep-22,5,3,3,10,2,57703.17,115406.34
17-Mar-22,7,5,3,15,2,97840.77,195681.54
10-Mar-23,3,4,4,15,1,6745.25,6745.25
21-Jul-23,7,5,3,15,5,76271.85,381359.25
31-Jul-24,5,7,6,15,2,89421.15,178842.3
02-Jun-24,8,4,4,15,2,60304.74,120609.48
14-May-23,2,3,3,10,1,12803.44,12803.44
22-Apr-22,7,1,1,15,3,30890.21,92670.63
08-Feb-22,4,7,6,10,6,75805.3,454831.8
29-Mar-24,8,6,5,15,2,52717.71,105435.42
18-Jun-22,4,7,6,15,6,56474.25,338845.5
24-May-24,1,7,6,10,10,105396.26,1053962.6
08-Aug-23,5,2,2,10,8,87051.7,696413.6
21-Dec-24,3,5,3,15,9,10704.56,96341.04
25-Mar-23,7,7,6,10,4,91852.16,367408.64
05-Sep-22,4,7,6,10,7,40899.08,286293.56
29-Jan-22,5,3,3,15,1,56482.92,56482.92
11-Jan-23,7,8,7,15,6,7740.57,46443.42
01-Jul-23,1,4,4,10,8,67282.2,538257.6
19-Jan-23,5,5,3,15,2,55979.05,111958.1
15-Sep-23,1,7,6,15,8,31043.72,248349.76
27-Feb-24,3,6,5,15,5,112322.97,561614.85
07-May-24,4,1,1,15,5,68908.8,344544
27-Jan-24,1,3,3,15,6,11215.31,67291.86
15-Jan-24,3,7,6,15,5,13181.66,65908.3
11-Sep-23,4,5,3,10,2,107226.06,214452.12
07-Dec-22,3,4,4,15,3,105872.79,317618.37
12-Nov-22,2,1,1,10,5,17424.82,87124.1
06-Mar-24,1,3,3,15,5,32261.55,161307.75
11-Apr-22,3,7,6,10,7,50612.71,354288.97
16-Oct-24,6,5,3,10,2,110470.09,220940.18
01-Apr-22,2,3,3,15,5,5627.4,28137
01-May-22,7,7,6,10,6,19523.91,117143.46
02-Jan-23,5,5,3,10,5,104703.87,523519.35
06-Feb-24,4,4,4,15,5,95363.25,476816.25
29-Mar-22,4,1,1,15,5,7459.31,37296.55
17-Jun-24,5,8,7,10,3,56180.38,168541.14
18-Apr-22,4,8,7,10,8,73760.36,590082.88
18-Dec-23,4,4,4,10,9,88138.24,793244.16
09-Apr-22,5,6,5,10,3,41091.46,123274.38
02-Jul-22,1,4,4,10,6,35360.68,212164.08
16-Aug-24,2,7,6,15,6,111290.1,667740.6
03-Jul-22,1,5,3,15,4,17170.26,68681.04
24-Jan-24,7,8,7,10,1,80666.47,80666.47
19-Nov-24,5,4,4,15,8,88285.39,706283.12
18-Nov-24,1,5,3,10,6,13208.21,79249.26
14-Jan-23,1,3,3,15,2,116475.17,232950.34
25-Oct-24,7,6,5,15,7,52522.92,367660.44
16-May-22,1,5,3,10,6,83093.9,498563.4
27-Jun-23,7,1,1,10,8,42522.54,340180.32
23-May-24,4,1,1,15,1,14233.08,14233.08
08-Mar-23,6,8,7,15,1,15900.8,15900.8
10-Oct-23,1,7,6,10,2,91963.47,183926.94
24-Jun-22,1,3,3,15,9,53869.45,484825.05
16-Feb-22,3,7,6,15,10,16057.16,160571.6
07-Feb-24,3,4,4,15,8,87748.32,701986.56
26-Jul-23,4,5,3,15,2,23683.99,47367.98
04-Mar-23,3,7,6,15,3,49090.1,147270.3
21-Apr-23,8,2,2,15,7,90408.07,632856.49
24-Jan-22,2,1,1,10,5,32241.91,161209.55
22-Apr-24,1,8,7,15,7,36966.63,258766.41
14-Oct-23,8,2,2,15,7,55261.11,386827.77
02-Jan-23,5,3,3,10,8,7822.22,62577.76
28-Nov-22,6,6,5,10,8,47356.17,378849.36
22-Feb-24,3,8,7,15,5,72112.14,360560.7
17-May-24,7,2,2,10,1,46035.41,46035.41
25-Nov-22,8,2,2,10,4,67662.14,270648.56
01-Feb-22,8,2,2,15,8,11710.96,93687.68
28-Jan-23,8,7,6,15,1,24737.71,24737.71
19-Jun-22,6,1,1,15,7,88052.02,616364.14
12-Sep-22,6,3,3,15,1,99858.11,99858.11
01-Mar-24,6,2,2,15,1,83178.32,83178.32
16-Sep-22,3,1,1,15,1,46063.11,46063.11
07-Oct-23,3,7,6,10,9,24430.54,219874.86
20-Dec-22,5,4,4,15,1,62281.82,62281.82
16-Jul-22,5,6,5,10,10,110126.34,1101263.4
19-May-22,8,3,3,10,4,36381.09,145524.36
13-Feb-22,3,2,2,15,8,80884.99,647079.92
15-Oct-24,7,2,2,10,8,103430.34,827442.72
21-May-23,5,5,3,15,7,32027.54,224192.78
18-Mar-22,3,8,7,10,8,36314.4,290515.2
18-Apr-22,6,8,7,10,8,13156.02,105248.16
14-Jan-24,6,6,5,15,7,49260.57,344823.99
16-Jun-22,4,5,3,15,3,9584.26,28752.78
17-Sep-24,6,8,7,15,2,114283.7,228567.4
25-Aug-24,1,4,4,15,3,49148.07,147444.21
16-Jun-23,7,3,3,15,6,108836.65,653019.9
18-May-24,7,5,3,15,5,92850.66,464253.3
30-Apr-24,8,3,3,15,10,38300.36,383003.6
09-Dec-22,5,3,3,10,10,99226.43,992264.3
05-Mar-23,4,7,6,10,3,90842.28,272526.84
23-Jun-24,8,2,2,15,6,87099.12,522594.72
15-Nov-24,5,8,7,10,6,22036.35,132218.1
11-May-23,6,1,1,10,3,87010.76,261032.28
31-Aug-24,1,6,5,10,5,92324.75,461623.75
11-Mar-24,3,1,1,15,3,76837.8,230513.4
25-Oct-23,3,6,5,10,2,111268.95,222537.9
15-Sep-22,1,4,4,15,4,53910.08,215640.32
22-Dec-23,4,3,3,15,9,73422.59,660803.31
13-Jul-23,6,3,3,10,4,29397.97,117591.88
26-Dec-24,6,7,6,10,4,9117.06,36468.24
29-Jun-23,7,8,7,10,4,56746.7,226986.8
01-May-22,4,3,3,10,2,58436.4,116872.8
27-Dec-24,1,6,5,15,10,14933.71,149337.1
14-Dec-22,1,8,7,15,1,62126.13,62126.13
08-Oct-24,1,1,1,15,1,66322.64,66322.64
29-May-22,1,7,6,15,5,50796.3,253981.5
23-Dec-23,6,4,4,15,9,31906.24,287156.16
21-Nov-22,4,6,5,15,5,116816.66,584083.3
06-Apr-22,7,7,6,10,7,118840.94,831886.58
02-Jul-23,4,8,7,15,3,14591.84,43775.52
03-Sep-22,5,2,2,15,6,44421.77,266530.62
11-Jul-22,8,4,4,15,3,79468,238404
16-Nov-23,8,6,5,15,5,109354.1,546770.5
08-Oct-23,8,5,3,10,1,90724.02,90724.02
15-Jul-24,7,8,7,15,3,68627.92,205883.76
05-Oct-23,8,3,3,10,3,89174.48,267523.44
21-Jan-23,6,8,7,10,5,38586.41,192932.05
10-Jan-22,3,6,5,10,4,56400.49,225601.96
19-Apr-24,7,4,4,10,9,116201.98,1045817.82
25-Aug-24,2,1,1,15,9,43651.12,392860.08
16-Sep-23,7,2,2,15,8,81049.44,648395.52
20-Jan-24,5,6,5,15,2,42746.61,85493.22
01-Jun-22,3,4,4,15,4,31455.02,125820.08
03-Sep-22,8,1,1,15,8,93609.87,748878.96
17-Jun-23,4,8,7,15,3,97016.89,291050.67
17-Sep-22,8,3,3,10,5,80190.62,400953.1
15-Oct-24,7,1,1,10,10,75483.54,754835.4
26-Dec-24,3,6,5,15,5,43339.37,216696.85
09-Oct-24,5,7,6,15,5,81313.48,406567.4
10-Apr-24,5,5,3,10,10,119243.87,1192438.7
02-Dec-22,5,1,1,10,7,47787.85,334514.95
30-Dec-23,6,3,3,10,6,51073.97,306443.82
12-Nov-24,6,5,3,10,4,12633.02,50532.08
16-Aug-23,6,7,6,10,3,116831.6,350494.8
20-Mar-23,7,1,1,10,2,74108.11,148216.22
31-Jan-24,2,2,2,15,6,102935.83,617614.98
20-Jun-24,1,8,7,15,1,89026.32,89026.32
01-Mar-22,7,1,1,10,2,40067.54,80135.08
13-Dec-23,3,6,5,10,10,67405.22,674052.2
19-Aug-22,6,5,3,15,9,101415.48,912739.32
16-Oct-22,3,7,6,10,10,19904.78,199047.8
10-Apr-22,8,4,4,15,6,116248.91,697493.46
10-May-22,1,2,2,10,9,41882.98,376946.82
25-Dec-23,6,4,4,15,6,73179.34,439076.04
24-Dec-24,8,6,5,15,9,75917.26,683255.34
09-Sep-22,4,1,1,15,3,115966.92,347900.76
31-Aug-22,4,8,7,10,10,69757.93,697579.3
05-Sep-24,4,8,7,10,1,113624.6,113624.6
16-Oct-23,7,8,7,10,9,102011.59,918104.31
13-Dec-22,3,2,2,10,2,37704.64,75409.28
09-Sep-22,3,4,4,15,5,7179.47,35897.35
26-Jan-24,1,7,6,15,3,99880.54,299641.62
23-Nov-22,2,8,7,15,6,23716.95,142301.7
12-Sep-22,2,4,4,10,8,44788.56,358308.48
06-Jun-24,6,2,2,10,10,19038.66,190386.6
02-Jul-22,8,6,5,10,8,51638.48,413107.84
05-Jan-24,5,7,6,10,7,61735.7,432149.9
28-Apr-23,5,1,1,15,10,104162.73,1041627.3
21-Jul-23,5,1,1,15,2,45419.56,90839.12
08-Jul-23,8,5,3,15,7,118942.54,832597.78
10-Jul-23,1,5,3,15,2,104458.45,208916.9
12-Dec-22,3,1,1,10,8,59990.54,479924.32
19-Oct-22,7,1,1,15,2,44237.68,88475.36
04-Sep-22,4,8,7,10,9,93100.86,837907.74
22-Apr-22,5,2,2,15,6,52358.08,314148.48
31-Oct-22,2,6,5,15,5,16696.18,83480.9
29-Jul-22,1,6,5,15,1,94647.75,94647.75
25-Apr-24,8,4,4,10,3,20276.64,60829.92
12-Apr-22,1,5,3,15,6,72667.03,436002.18
04-Mar-22,6,7,6,15,10,10747.71,107477.1
18-Jul-22,5,1,1,10,6,13129.96,78779.76
13-Feb-22,6,6,5,10,6,91999.47,551996.82
14-Sep-24,2,4,4,10,9,14272.9,128456.1
14-Aug-24,5,8,7,10,1,70394.43,70394.43
01-Nov-22,6,5,3,10,2,7929.57,15859.14
05-Jan-24,4,8,7,10,10,57153.53,571535.3
01-Oct-23,7,1,1,15,10,30793.8,307938
10-Oct-23,5,1,1,15,2,74934.11,149868.22
02-Mar-23,4,7,6,15,7,92893.48,650254.36
14-Jan-22,7,7,6,10,5,38018.18,190090.9
15-Feb-23,2,4,4,10,4,99712.42,398849.68
08-Aug-24,4,7,6,10,2,13890.43,27780.86
29-Apr-23,6,5,3,15,9,58747.98,528731.82
06-Jan-23,8,8,7,15,7,24673.36,172713.52
26-Mar-22,8,2,2,10,4,115207.93,460831.72
01-Feb-22,3,7,6,10,5,93865.86,469329.3
15-Jul-23,8,6,5,15,5,55458.37,277291.85
13-Jul-23,8,2,2,10,7,61240.6,428684.2
13-Feb-24,5,8,7,15,3,40696.5,122089.5
16-Apr-23,4,1,1,10,7,6592.58,46148.06
13-Oct-23,2,7,6,10,6,16824.23,100945.38
09-Feb-22,1,4,4,15,6,63852.64,383115.84
23-Apr-22,1,5,3,10,6,66634.5,399807
26-Dec-23,3,4,4,10,6,88215.66,529293.96
13-Apr-23,6,3,3,10,5,88715.27,443576.35
28-Aug-23,1,6,5,10,3,98718.52,296155.56
24-Aug-22,8,3,3,10,2,75043.69,150087.38
19-Jan-23,6,5,3,10,5,29065.48,145327.4
12-Nov-22,1,1,1,15,4,18702.57,74810.28
09-Mar-23,8,7,6,15,4,34497.72,137990.88
05-May-22,1,7,6,15,3,57065.73,171197.19
04-Mar-23,7,4,4,15,10,42059.54,420595.4
15-Feb-23,1,4,4,15,9,48533.11,436797.99
22-Mar-22,7,7,6,10,5,101501.52,507507.6
29-May-22,2,3,3,10,4,63475.52,253902.08
14-Apr-24,7,4,4,15,10,94320.9,943209
01-Oct-23,4,8,7,10,4,114979.63,459918.52
12-Mar-24,6,5,3,10,2,13399.48,26798.96
05-Feb-22,2,5,3,10,2,48940.35,97880.7
09-Nov-23,7,4,4,15,5,117945.51,589727.55
27-Sep-24,8,7,6,15,8,97370.1,778960.8
05-Dec-24,1,6,5,10,7,92156.61,645096.27
23-Apr-24,2,1,1,15,6,50741.29,304447.74
10-Feb-23,8,5,3,15,7,20859.76,146018.32
17-Aug-22,6,2,2,15,3,71578.89,214736.67
19-Sep-23,1,2,2,15,2,27963.85,55927.7
11-Apr-24,5,2,2,15,7,108374.35,758620.45
02-May-24,1,6,5,10,4,52390.65,209562.6
01-Aug-22,5,2,2,10,7,54464.61,381252.27
18-Apr-22,5,5,3,10,9,103387.72,930489.48
15-May-22,6,6,5,10,10,119670.51,1196705.1
20-Apr-24,5,3,3,10,3,18098.95,54296.85
27-May-23,7,3,3,10,9,44362.65,399263.85
17-Sep-23,4,3,3,15,7,64376.62,450636.34
25-May-23,8,3,3,10,4,96864.26,387457.04
30-Dec-22,3,2,2,10,7,31273.85,218916.95
10-Mar-22,3,5,3,15,7,63979.25,447854.75
16-Oct-23,4,2,2,10,10,32334.76,323347.6
20-Sep-22,7,6,5,10,6,58256.63,349539.78
24-May-23,5,7,6,10,9,91247.92,821231.28
25-Jun-24,6,8,7,10,5,23077.32,115386.6
27-Mar-22,2,5,3,10,2,7789.39,15578.78
27-Sep-24,7,1,1,15,9,18339.56,165056.04
06-May-22,1,8,7,10,10,73369.84,733698.4
10-May-22,8,3,3,10,5,86281.19,431405.95
03-Aug-24,5,1,1,15,10,87660.35,876603.5
24-Feb-23,8,3,3,10,1,43036.19,43036.19
24-Oct-22,6,8,7,15,4,46543.58,186174.32
05-Mar-22,6,2,2,15,6,116603.12,699618.72
26-Feb-23,2,6,5,10,9,104475.58,940280.22
10-Jan-23,2,8,7,15,2,67439.45,134878.9
26-Jun-23,3,5,3,15,7,38150.3,267052.1
29-May-22,5,1,1,10,5,52887.75,264438.75
10-Nov-24,3,4,4,10,4,22500.44,90001.76
29-Apr-24,5,6,5,10,8,101182.25,809458
16-Mar-23,5,5,3,10,6,74889.3,449335.8
28-Jan-23,4,7,6,10,6,114603.68,687622.08
12-Mar-24,6,5,3,15,1,37125.69,37125.69
22-Jan-24,4,4,4,10,9,49969.01,449721.09
02-Sep-24,2,6,5,15,2,42697.61,85395.22
12-Feb-22,4,5,3,15,10,115231.42,1152314.2
08-Oct-23,3,2,2,15,10,17433.69,174336.9
17-Feb-23,6,1,1,10,2,101696.42,203392.84
08-Sep-22,1,7,6,15,10,21056.96,210569.6
25-May-23,3,6,5,15,2,11429,22858
21-Jun-23,3,8,7,15,4,119811.1,479244.4
27-Feb-23,3,6,5,15,2,108369.21,216738.42
18-Sep-24,5,3,3,15,1,108965.61,108965.61
13-Jul-22,5,1,1,10,9,23230.95,209078.55
26-Jun-24,1,4,4,10,6,103966.76,623800.56
13-Dec-24,7,2,2,15,3,99497.68,298493.04
16-Jun-22,6,3,3,10,7,20640.78,144485.46
18-Feb-23,1,5,3,10,1,43876.04,43876.04
23-Jan-23,2,5,3,10,10,28502.28,285022.8
30-Jul-23,2,2,2,15,2,114519.54,229039.08
06-Aug-24,2,8,7,15,3,68821.75,206465.25
07-Aug-24,2,1,1,15,7,77419.64,541937.48
02-Dec-22,8,5,3,15,5,73968.82,369844.1
10-Nov-22,3,2,2,10,3,96700.51,290101.53
05-Aug-22,4,3,3,15,7,71859.62,503017.34
09-Aug-23,8,5,3,15,1,72479.66,72479.66
27-Mar-22,5,7,6,15,7,106921.57,748450.99
01-Aug-23,5,2,2,15,10,64619.71,646197.1
07-Apr-23,7,8,7,15,9,55742.49,501682.41
22-Jul-24,1,7,6,10,1,109931.36,109931.36
29-Aug-23,7,7,6,10,5,64923.84,324619.2
02-Jul-24,2,6,5,15,8,46009.7,368077.6
10-Apr-23,8,7,6,10,2,78795.25,157590.5
28-Sep-23,1,7,6,10,2,101745.74,203491.48
26-Dec-24,4,8,7,15,6,106249.07,637494.42
27-Nov-24,7,8,7,15,3,80732.57,242197.71
19-Oct-22,5,4,4,15,4,99897.47,399589.88
10-Oct-23,5,7,6,10,3,55262.56,165787.68
01-Sep-24,1,7,6,15,4,49084.41,196337.64
29-Dec-24,2,5,3,10,2,96686.55,193373.1
21-Jun-22,6,8,7,15,10,42559.69,425596.9
18-Nov-23,7,7,6,15,2,86154.61,172309.22
15-Jun-24,1,1,1,10,3,83227.02,249681.06
21-Sep-23,4,3,3,10,1,105094.56,105094.56
01-Mar-23,1,1,1,15,2,83069.79,166139.58
20-Mar-23,5,5,3,15,8,28881.19,231049.52
02-Apr-24,1,3,3,10,5,37965.78,189828.9
10-May-23,2,3,3,15,9,8485.28,76367.52
22-Jul-22,5,3,3,10,10,117053.97,1170539.7
09-Feb-24,6,2,2,15,9,87933.37,791400.33
13-Jun-22,7,7,6,15,7,31559.61,220917.27
06-Oct-23,4,1,1,10,8,107465.51,859724.08
29-Mar-22,4,7,6,10,10,6222.13,62221.3
29-Mar-22,1,4,4,15,9,110820.84,997387.56
10-Dec-22,6,2,2,10,2,17423.15,34846.3
21-Jan-24,5,4,4,15,8,95946.38,767571.04
10-Jul-24,6,2,2,10,3,44107.76,132323.28
14-Jul-23,4,7,6,10,8,17334.29,138674.32
19-Feb-22,6,6,5,10,2,55907.24,111814.48
05-Dec-23,4,6,5,15,5,37429.47,187147.35
08-May-23,8,2,2,10,4,56841.34,227365.36
26-Aug-23,7,4,4,10,6,19562.21,117373.26
16-Dec-24,7,5,3,10,1,100102.95,100102.95
29-Sep-23,1,3,3,10,1,55753.18,55753.18
07-Mar-23,5,3,3,15,9,117302.22,1055719.98
23-May-22,3,2,2,10,1,7547.94,7547.94
27-Apr-23,7,1,1,10,5,82527.28,412636.4
05-Oct-24,2,3,3,15,10,88220.46,882204.6
22-Mar-23,7,7,6,15,2,88739.1,177478.2
03-Jul-23,3,1,1,10,3,65013.2,195039.6
07-Jun-24,4,3,3,10,2,113773.22,227546.44
13-May-22,5,2,2,10,9,101273.4,911460.6
22-Mar-22,7,4,4,10,3,85289.49,255868.47
22-Sep-22,1,8,7,15,6,50621.57,303729.42
20-Nov-24,4,3,3,10,4,57716.49,230865.96
14-Jan-22,8,4,4,10,2,100155.78,200311.56
12-Sep-22,1,7,6,10,8,95476.3,763810.4
03-Oct-22,7,5,3,10,9,36744.77,330702.93
06-Oct-23,7,1,1,15,7,87001.94,609013.58
23-Nov-22,8,1,1,15,3,54430.49,163291.47
30-Dec-22,5,5,3,15,6,97571.99,585431.94
21-Aug-22,4,1,1,10,9,20268.94,182420.46
01-Jul-23,5,2,2,10,7,35327.5,247292.5
17-Nov-24,1,6,5,10,3,60819.51,182458.53
12-May-22,7,8,7,10,3,47158.32,141474.96
04-Aug-22,4,5,3,10,7,77100.03,539700.21
27-Nov-22,4,3,3,10,8,118044.44,944355.52
06-May-22,1,2,2,15,3,50395.26,151185.78
13-Sep-24,3,6,5,15,7,85475.78,598330.46
10-Aug-24,8,3,3,10,7,91738.33,642168.31
25-Dec-22,6,1,1,10,1,26186.17,26186.17
31-May-23,8,5,3,10,3,89299.37,267898.11
31-Mar-23,6,5,3,10,6,99557.52,597345.12
24-Oct-23,8,1,1,15,3,46306.5,138919.5
19-Dec-24,6,3,3,15,1,5420.36,5420.36
02-Dec-22,6,3,3,15,4,71710.26,286841.04
08-May-23,4,3,3,15,5,38486.45,192432.25
22-Mar-24,7,8,7,15,2,78712.75,157425.5
15-Jul-24,2,4,4,10,5,14810.46,74052.3
16-Sep-24,7,5,3,15,4,16059.9,64239.6
17-Apr-22,2,5,3,10,6,85092.17,510553.02
22-Apr-22,5,3,3,10,6,26173.37,157040.22
29-Mar-24,2,2,2,10,7,107421.91,751953.37
22-May-23,7,5,3,15,4,81589.27,326357.08
06-Jun-22,8,7,6,15,4,118598.12,474392.48
28-Jan-22,6,2,2,15,7,44467.51,311272.57
09-Feb-22,3,2,2,15,2,45004.97,90009.94
01-Apr-23,8,2,2,15,1,106673.69,106673.69
27-Mar-22,8,7,6,10,7,31289,219023
22-Feb-22,6,7,6,15,4,62981.97,251927.88
29-Jun-23,5,5,3,15,3,109090.95,327272.85
30-Sep-22,1,2,2,15,10,33509.98,335099.8
06-Jun-22,3,8,7,10,9,100765.28,906887.52
26-Jun-22,8,1,1,10,3,32847.4,98542.2
28-Mar-24,1,5,3,10,7,70463.85,493246.95
07-Jul-22,3,1,1,10,5,11575.61,57878.05
01-Apr-24,8,6,5,10,2,9860.25,19720.5
23-Mar-24,8,4,4,10,4,58823.63,235294.52
02-Jan-22,1,2,2,15,10,107887.1,1078871
07-May-24,4,2,2,15,4,30629.08,122516.32
29-Jul-23,4,8,7,10,5,35717.91,178589.55
01-Sep-24,8,1,1,15,10,101133.85,1011338.5
08-Apr-22,8,8,7,15,9,80146.52,721318.68
25-May-22,5,4,4,15,10,35636.59,356365.9
05-Dec-24,6,7,6,15,7,38718.67,271030.69
01-Oct-23,5,3,3,15,7,85054.57,595381.99
17-Jul-24,6,2,2,15,10,84576.44,845764.4
21-Aug-22,5,7,6,10,10,43913.92,439139.2
11-Dec-24,5,7,6,15,6,74789,448734
16-Jan-23,4,5,3,15,6,80505.33,483031.98
20-Oct-22,7,7,6,10,5,20623.5,103117.5
09-Jan-23,7,1,1,10,3,14132.2,42396.6
30-Apr-23,5,3,3,15,7,93451.11,654157.77
10-Jan-24,6,7,6,10,3,31553.06,94659.18
12-Jul-22,4,2,2,10,4,97300.78,389203.12
17-Jul-22,3,5,3,15,2,89917.52,179835.04
03-Oct-23,7,4,4,10,8,50141.63,401133.04
03-Jul-22,6,7,6,10,6,110492.74,662956.44
23-Jan-24,2,5,3,15,4,44984.63,179938.52
02-Oct-23,2,8,7,15,2,67522.57,135045.14
16-Dec-22,3,8,7,15,6,22049.64,132297.84
06-Dec-23,7,6,5,10,7,113199.81,792398.67
14-Oct-23,2,3,3,10,10,21753.11,217531.1
18-Dec-24,2,7,6,10,6,102550.35,615302.1
12-Mar-24,6,3,3,10,5,7035.05,35175.25
12-Sep-23,7,6,5,10,3,93754.91,281264.73
29-Jul-23,7,7,6,15,10,25622.24,256222.4
10-Apr-24,7,2,2,15,9,43118.53,388066.77
06-Jul-24,6,8,7,10,2,102085.6,204171.2
24-Feb-22,8,4,4,15,9,77834.54,700510.86
18-Jan-22,4,5,3,15,1,63246.37,63246.37
19-Feb-23,7,6,5,15,4,64057.32,256229.28
17-Aug-23,8,1,1,10,4,12617.33,50469.32
13-May-23,5,3,3,15,9,17335.07,156015.63
29-Dec-24,5,1,1,15,9,38746.9,348722.1
13-Oct-23,4,8,7,15,6,53608.81,321652.86
23-Nov-23,7,7,6,15,2,32835.41,65670.82
12-Aug-22,1,7,6,10,6,98015.98,588095.88
23-Jun-24,6,3,3,15,2,102558.6,205117.2
02-Nov-23,1,1,1,15,2,41228.85,82457.7
28-Jan-23,3,1,1,10,2,48562.71,97125.42
20-Jun-23,5,1,1,10,2,114197.24,228394.48
12-May-24,3,3,3,10,9,26734.54,240610.86
06-Apr-22,4,4,4,10,8,106795.97,854367.76
28-Dec-23,1,8,7,10,5,42354.64,211773.2
26-Oct-24,4,2,2,10,2,27458.01,54916.02
07-Feb-22,6,4,4,10,9,115944.37,1043499.33
19-Feb-24,8,4,4,15,10,60627.87,606278.7
