customer_id,order_id,order_date,age,gender,income,purchase_amount,product_category
C9638,O121358,29/05/2024,29,Female,22094,2890,Fashion
C1312,O121359,22/05/2024,61,Female,51781,3190,Electronics
C10718,O121360,15/07/2024,33,Male,24375,765,Beauty
C16551,O121361,15/03/2024,66,Female,25601,372,Grocery
C7941,O121362,18/02/2024,47,Male,26572,6654,Electronics
C19668,O121363,11/04/2024,24,Male,20648,1456,Beauty
C1943,O121364,10/01/2024,24,Female,21153,6356,Electronics
C10684,O121365,22/03/2024,51,Male,35810,1117,Electronics
C14028,O121366,28/04/2024,30,Male,37497,4851,Electronics
C15161,O121367,14/01/2024,57,Female,36794,5250,Electronics
C17913,O121368,26/06/2024,42,Female,27587,5342,Electronics
C7964,O121369,12/07/2024,58,Male,23867,1318,Electronics
C15096,O121370,04/02/2024,41,Male,20151,1058,Home
C15749,O121371,16/10/2024,20,Female,34357,3485,Electronics
C3200,O121372,19/03/2024,20,Female,19157,2232,Fashion
C14850,O121373,21/03/2024,53,Male,27681,2144,Home
C7721,O121374,11/11/2024,50,Female,40132,2878,Fashion
C8481,O121375,14/09/2024,31,Male,23683,924,Beauty
C17112,O121376,03/01/2024,39,Male,22615,2591,Fashion
C7718,O121377,21/08/2024,43,Female,41725,1427,Home
C16748,O121378,20/11/2024,22,Male,27821,870,Fashion
C17894,O121379,22/02/2024,51,Male,28625,3956,Fashion
C1074,O121380,22/02/2024,21,Male,18298,767,Grocery
C1753,O121381,11/01/2024,65,Male,19121,4531,Electronics
C14958,O121382,10/06/2024,49,Male,37239,2233,Beauty
C10952,O121383,04/01/2024,26,Female,22199,2014,Beauty
C447,O121384,10/10/2024,31,Female,18314,1542,Beauty
C19194,O121385,15/06/2024,28,Male,24364,3706,Fashion
C6319,O121386,12/08/2024,31,Male,20960,1216,Grocery
C16925,O121387,02/01/2024,69,Male,29336,1403,Electronics
C16829,O121388,18/10/2024,63,Female,28893,1653,Fashion
C7271,O121389,29/05/2024,42,Female,31617,3915,Electronics
C19417,O121390,09/04/2024,60,Male,20194,5337,Electronics
C6177,O121391,06/10/2024,20,Female,24978,3397,Fashion
C17319,O121392,28/07/2024,55,Female,24794,4340,Home
C12558,O121393,03/09/2024,70,Male,27577,486,Grocery
C2207,O121394,14/01/2024,22,Male,20828,2915,Travel
C19173,O121395,03/03/2024,21,Male,24149,1039,Beauty
C1306,O121396,27/09/2024,49,Female,23138,2247,Home
C2740,O121397,10/04/2024,52,Female,22281,461,Grocery
C17524,O121398,03/06/2024,46,Female,18535,2448,Electronics
C1972,O121399,22/03/2024,27,Male,23679,798,Grocery
C10622,O121400,01/05/2024,45,Female,31011,2241,Fashion
C12051,O121401,24/02/2024,46,Male,26257,4439,Electronics
C14202,O121402,22/02/2024,61,Male,24172,5635,Home
C17737,O121403,08/10/2024,20,Male,22727,2463,Fashion
C14481,O121404,13/09/2024,45,Male,23746,2855,Home
C13505,O121405,25/02/2024,59,Male,19110,772,Beauty
C19470,O121406,20/09/2024,40,Male,20569,3993,Fashion
C3283,O121407,05/03/2024,55,Female,23552,2894,Electronics
C18229,O121408,22/02/2024,65,Male,25074,4111,Home
C14094,O121409,18/01/2024,32,Female,28317,3060,Home
C7918,O121410,13/08/2024,26,Female,18695,2228,Beauty
C19903,O121411,29/02/2024,53,Female,28137,2064,Electronics
C10521,O121412,05/06/2024,39,Female,26879,3360,Electronics
C9746,O121413,23/02/2024,31,Female,24336,810,Beauty
C10712,O121414,18/12/2024,30,Male,28555,3186,Home
C5048,O121415,06/12/2024,59,Female,24149,2904,Electronics
C11401,O121416,07/06/2024,18,Female,17300,7545,Travel
C4314,O121417,13/06/2024,18,Male,50765,2896,Fashion
C18304,O121418,19/06/2024,24,Female,19990,1447,Beauty
C3095,O121419,06/04/2024,35,Female,25861,1828,Electronics
C18914,O121420,29/07/2024,23,Male,34955,1696,Beauty
C2829,O121421,09/07/2024,59,Female,25397,3681,Home
C16616,O121422,06/03/2024,41,Female,23917,5084,Travel
C11431,O121423,23/11/2024,32,Male,32637,2539,Travel
C1934,O121424,20/08/2024,51,Female,25975,3993,Fashion
C7741,O121425,08/10/2024,50,Male,20655,2451,Beauty
C13021,O121426,08/01/2024,27,Male,23542,3102,Electronics
C4187,O121427,23/05/2024,27,Male,25785,805,Home
C3670,O121428,28/07/2024,46,Male,44105,5069,Electronics
C4777,O121429,04/06/2024,48,Male,28460,1537,Fashion
C16277,O121430,19/07/2024,25,Female,18477,2389,Electronics
C11070,O121431,10/12/2024,34,Female,21582,3511,Home
C2040,O121432,27/08/2024,47,Female,29508,8293,Travel
C11691,O121433,05/07/2024,59,Male,20847,610,Fashion
C11673,O121434,20/05/2024,64,Male,22547,4332,Electronics
C8188,O121435,20/03/2024,58,Female,28131,2376,Electronics
C13597,O121436,11/09/2024,62,Male,20679,5871,Electronics
C4246,O121437,04/08/2024,41,Male,29446,2331,Beauty
C2125,O121438,02/12/2024,62,Male,23500,3897,Electronics
C860,O121439,17/09/2024,34,Male,36890,6216,Electronics
C6925,O121440,25/10/2024,34,Male,41155,1119,Grocery
C086,O121441,25/06/2024,59,Male,17744,2665,Electronics
C4782,O121442,03/07/2024,37,Male,27875,5839,Electronics
C13242,O121443,22/05/2024,33,Female,23024,3414,Fashion
C13481,O121444,16/04/2024,30,Female,63589,1387,Grocery
C13460,O121445,08/01/2024,20,Male,20578,4317,Home
C4095,O121446,20/11/2024,59,Male,29314,4691,Electronics
C4147,O121447,24/01/2024,58,Female,36767,3496,Electronics
C5746,O121448,11/03/2024,58,Female,27445,1258,Beauty
C13178,O121449,13/01/2024,66,Female,29549,388,Grocery
C4786,O121450,12/11/2024,32,Male,36758,2102,Electronics
C160,O121451,03/03/2024,37,Female,21437,2198,Beauty
C17263,O121452,09/04/2024,43,Female,24003,5693,Home
C1963,O121453,12/10/2024,67,Female,31813,1268,Grocery
C15677,O121454,10/04/2024,54,Female,25552,3314,Electronics
C1365,O121455,02/03/2024,55,Male,25284,1425,Home
C17752,O121456,10/02/2024,54,Female,20676,1001,Grocery
C7020,O121457,11/05/2024,56,Male,23902,1486,Home
C14088,O121458,07/01/2024,65,Female,49804,1049,Beauty
C17994,O121459,31/03/2024,63,Male,40466,1798,Grocery
C13349,O121460,26/03/2024,39,Female,31684,7740,Travel
C14478,O121461,29/03/2024,23,Male,27035,932,Beauty
C9256,O121462,07/10/2024,47,Male,28491,5259,Electronics
C1528,O121463,06/09/2024,43,Male,26108,3854,Electronics
C3352,O121464,25/09/2024,63,Female,35609,2511,Fashion
C10512,O121465,08/08/2024,49,Male,29708,3681,Fashion
C2106,O121466,25/02/2024,47,Female,23404,5024,Home
C19107,O121467,17/07/2024,24,Male,48885,4743,Home
C10401,O121468,03/01/2024,68,Male,24287,961,Grocery
C727,O121469,30/08/2024,48,Male,40499,1628,Electronics
C15352,O121470,05/11/2024,44,Female,46572,4522,Home
C13515,O121471,18/09/2024,19,Male,47341,241,Beauty
C11332,O121472,17/06/2024,61,Male,19719,885,Home
C18188,O121473,09/05/2024,61,Female,25304,1956,Beauty
C9489,O121474,06/12/2024,51,Male,31943,3059,Fashion
C15685,O121475,10/07/2024,59,Female,24173,820,Fashion
C5325,O121476,06/02/2024,20,Male,34423,3021,Fashion
C15061,O121477,16/12/2024,69,Female,26750,3348,Home
C13669,O121478,21/02/2024,55,Male,26308,6140,Electronics
C6313,O121479,22/12/2024,49,Female,20493,3428,Fashion
C14740,O121480,15/01/2024,69,Female,21215,3091,Fashion
C19643,O121481,19/03/2024,38,Male,20112,468,Fashion
C6959,O121482,21/07/2024,24,Male,32970,1304,Grocery
C12375,O121483,05/10/2024,70,Male,19429,1173,Grocery
C2253,O121484,19/09/2024,26,Male,28277,2144,Electronics
C6788,O121485,16/04/2024,42,Male,29778,2535,Electronics
C14301,O121486,25/11/2024,38,Male,22814,1039,Fashion
C14658,O121487,21/11/2024,41,Male,31217,5224,Travel
C8880,O121488,27/12/2024,45,Female,21902,1725,Grocery
C10294,O121489,23/08/2024,60,Female,39696,2245,Beauty
C3862,O121490,12/07/2024,52,Female,19997,5012,Electronics
C5582,O121491,03/03/2024,39,Female,22407,533,Beauty
C5453,O121492,16/03/2024,66,Male,19655,1586,Home
C6071,O121493,02/11/2024,21,Female,44627,5473,Electronics
C4368,O121494,03/12/2024,22,Female,28067,2811,Fashion
C6540,O121495,06/09/2024,60,Female,33087,1083,Fashion
C17080,O121496,08/06/2024,52,Female,19442,1426,Beauty
C10418,O121497,25/03/2024,31,Male,31228,2150,Beauty
C8289,O121498,13/08/2024,67,Female,32084,4004,Home
C3046,O121499,15/05/2024,35,Female,21196,2915,Fashion
C8789,O121500,27/08/2024,48,Female,24315,1098,Beauty
C14899,O121501,13/12/2024,69,Female,26195,950,Home
C2626,O121502,02/05/2024,40,Male,21486,9971,Travel
C17849,O121503,09/05/2024,21,Female,29882,2525,Fashion
C10650,O121504,06/10/2024,61,Male,28953,6409,Travel
C11112,O121505,02/11/2024,39,Female,23335,1038,Home
C16887,O121506,24/11/2024,54,Male,25399,579,Grocery
C9310,O121507,23/08/2024,44,Female,31519,3862,Home
C16103,O121508,07/06/2024,19,Male,28623,741,Beauty
C14342,O121509,11/03/2024,26,Female,44327,1041,Home
C15842,O121510,30/11/2024,29,Male,26840,1458,Electronics
C13624,O121511,26/08/2024,65,Female,23118,774,Beauty
C16943,O121512,01/02/2024,54,Male,34316,720,Beauty
C12307,O121513,26/01/2024,50,Male,18248,2280,Fashion
C18435,O121514,21/06/2024,50,Male,23369,2021,Beauty
C4237,O121515,05/07/2024,50,Male,36348,525,Beauty
C17193,O121516,20/03/2024,54,Female,31203,8600,Travel
C18807,O121517,11/12/2024,27,Male,28981,3955,Home
C16370,O121518,28/08/2024,32,Female,19419,423,Grocery
C15894,O121519,25/03/2024,29,Male,20382,4920,Home
C4127,O121520,31/08/2024,36,Female,23772,6082,Electronics
C17021,O121521,08/09/2024,48,Male,25420,6267,Travel
C6163,O121522,20/06/2024,46,Male,18074,2196,Beauty
C047,O121523,02/05/2024,46,Female,34050,1455,Home
C19599,O121524,06/11/2024,55,Female,39105,1126,Beauty
C4552,O121525,11/02/2024,41,Female,42235,2384,Fashion
C10096,O121526,28/02/2024,32,Male,42615,5355,Travel
C12088,O121527,07/01/2024,68,Male,24981,5800,Electronics
C624,O121528,11/07/2024,52,Male,23068,1535,Home
C11314,O121529,19/11/2024,23,Male,40754,2953,Home
C14865,O121530,09/02/2024,35,Male,36389,2847,Fashion
C6690,O121531,24/05/2024,38,Female,28115,557,Grocery
C15342,O121532,18/07/2024,53,Female,31825,531,Grocery
C285,O121533,24/08/2024,40,Female,21474,6734,Electronics
C372,O121534,04/07/2024,49,Female,36342,2274,Electronics
C17926,O121535,21/03/2024,35,Male,22360,2792,Fashion
C6127,O121536,31/08/2024,22,Male,21819,6594,Travel
C721,O121537,30/03/2024,23,Male,17712,5632,Home
C14936,O121538,16/01/2024,52,Male,22524,1357,Beauty
C1893,O121539,25/10/2024,41,Male,24609,2044,Electronics
C13975,O121540,08/03/2024,31,Female,22234,1321,Grocery
C5070,O121541,24/07/2024,52,Male,19722,1232,Grocery
C6710,O121542,21/03/2024,67,Male,20072,3899,Fashion
C9463,O121543,21/01/2024,22,Female,31276,1731,Beauty
C11991,O121544,06/04/2024,42,Female,29985,4923,Home
C14856,O121545,09/01/2024,21,Female,26769,5116,Home
C2553,O121546,18/04/2024,60,Female,22685,4262,Home
C5677,O121547,04/07/2024,33,Female,22359,1608,Electronics
C5491,O121548,22/09/2024,49,Female,31126,3105,Home
C11621,O121549,29/10/2024,39,Male,26038,3952,Fashion
C16235,O121550,23/01/2024,32,Female,22883,1072,Home
C17229,O121551,25/03/2024,70,Female,23807,1262,Beauty
C415,O121552,20/05/2024,23,Female,23842,4212,Electronics
C14134,O121553,29/06/2024,32,Male,35916,512,Fashion
C1184,O121554,20/06/2024,47,Male,23197,1852,Travel
C3496,O121555,11/02/2024,55,Female,52897,697,Beauty
C13060,O121556,24/02/2024,58,Female,27515,1412,Electronics
C18791,O121557,02/07/2024,27,Male,26699,2585,Electronics
C5895,O121558,11/12/2024,45,Female,32311,2025,Fashion
C13240,O121559,20/03/2024,31,Female,21846,5533,Electronics
C11577,O121560,07/11/2024,52,Female,31091,2022,Beauty
C1966,O121561,21/11/2024,42,Female,30264,994,Beauty
C14454,O121562,11/05/2024,29,Female,21831,575,Grocery
C18865,O121563,10/04/2024,60,Female,37168,5476,Home
C7793,O121564,23/04/2024,39,Female,18375,3096,Electronics
C13180,O121565,01/04/2024,58,Female,44656,1725,Home
C1969,O121566,13/08/2024,64,Female,27611,2200,Electronics
C12542,O121567,25/08/2024,66,Female,25811,6111,Electronics
C15078,O121568,30/08/2024,52,Female,39156,5027,Electronics
C14763,O121569,18/01/2024,42,Male,55539,622,Grocery
C9793,O121570,23/06/2024,57,Female,23625,4090,Electronics
C17238,O121571,13/08/2024,20,Male,30906,3300,Fashion
C17694,O121572,04/05/2024,62,Male,29261,6722,Electronics
C14774,O121573,22/06/2024,65,Female,25628,1236,Electronics
C11466,O121574,27/11/2024,33,Male,25300,1478,Beauty
C3452,O121575,18/07/2024,36,Male,24635,2026,Travel
C17736,O121576,19/07/2024,43,Female,25172,1351,Beauty
C9855,O121577,24/05/2024,46,Female,25438,800,Beauty
C6589,O121578,01/08/2024,55,Male,19978,5204,Electronics
C6822,O121579,02/04/2024,26,Male,30419,2417,Beauty
C2601,O121580,09/09/2024,25,Male,30431,2777,Fashion
C6959,O121581,04/04/2024,70,Female,33562,1724,Home
C15903,O121582,31/07/2024,23,Male,21521,998,Grocery
C15106,O121583,03/01/2024,49,Male,30582,410,Beauty
C3234,O121584,20/10/2024,52,Male,33529,5297,Home
C6664,O121585,13/01/2024,20,Male,22481,5489,Home
C12856,O121586,23/12/2024,34,Female,21840,1329,Electronics
C6411,O121587,14/02/2024,68,Male,26552,1097,Beauty
C11334,O121588,06/11/2024,63,Male,32829,1924,Electronics
C14269,O121589,24/03/2024,33,Female,40681,410,Fashion
C19979,O121590,15/11/2024,43,Male,29539,647,Grocery
C9453,O121591,13/09/2024,46,Male,24978,1022,Fashion
C12422,O121592,11/07/2024,40,Female,38445,2376,Fashion
C7374,O121593,27/11/2024,56,Female,24130,408,Fashion
C14116,O121594,27/08/2024,59,Female,29565,2298,Electronics
C642,O121595,13/10/2024,41,Male,48934,3063,Fashion
C3523,O121596,13/04/2024,27,Female,26122,6564,Travel
C6301,O121597,04/04/2024,20,Male,21092,1572,Fashion
C15575,O121598,11/06/2024,47,Male,27731,453,Beauty
C17780,O121599,11/01/2024,55,Male,25896,6182,Electronics
C17732,O121600,01/12/2024,70,Male,22193,4937,Electronics
C14078,O121601,21/11/2024,67,Male,40569,5858,Electronics
C5271,O121602,18/06/2024,43,Male,35050,3128,Electronics
C19564,O121603,27/01/2024,36,Male,39067,1618,Electronics
C5608,O121604,06/10/2024,63,Female,29991,3404,Home
C13544,O121605,19/01/2024,44,Male,30143,8910,Travel
C11570,O121606,24/05/2024,68,Female,18503,2998,Fashion
C14034,O121607,11/05/2024,34,Female,37980,2412,Home
C13310,O121608,03/01/2024,45,Male,20705,4824,Electronics
C14694,O121609,24/04/2024,24,Male,29620,3228,Fashion
C12544,O121610,20/11/2024,58,Female,20953,3514,Electronics
C2554,O121611,12/03/2024,46,Female,23113,1367,Fashion
C19437,O121612,03/05/2024,24,Male,16025,1673,Beauty
C1083,O121613,23/06/2024,42,Male,29599,1354,Grocery
C10473,O121614,11/10/2024,46,Female,45855,3194,Electronics
C3920,O121615,13/12/2024,43,Male,27954,4698,Home
C410,O121616,23/10/2024,33,Male,34450,3346,Fashion
C1179,O121617,25/04/2024,48,Female,20994,4686,Travel
C7387,O121618,10/07/2024,34,Female,31743,817,Beauty
C3699,O121619,22/04/2024,37,Female,43805,2271,Beauty
C11252,O121620,25/05/2024,57,Female,24207,9621,Travel
C9854,O121621,27/02/2024,22,Female,37349,3073,Home
C19881,O121622,28/02/2024,55,Male,38230,309,Grocery
C749,O121623,08/07/2024,28,Female,22782,3214,Electronics
C5342,O121624,04/04/2024,56,Male,24186,5336,Travel
C16635,O121625,22/09/2024,54,Female,22703,4617,Travel
C6585,O121626,03/07/2024,63,Male,42535,2170,Electronics
C10759,O121627,08/12/2024,28,Male,24737,3538,Fashion
C19744,O121628,22/11/2024,38,Female,30231,2348,Beauty
C12893,O121629,29/12/2024,29,Male,27175,1271,Home
C19410,O121630,15/11/2024,60,Male,25806,888,Beauty
C5765,O121631,04/12/2024,65,Female,40455,544,Grocery
C13410,O121632,26/12/2024,32,Male,29371,9055,Travel
C5415,O121633,07/08/2024,63,Male,44500,1281,Beauty
C15474,O121634,24/02/2024,44,Male,23731,5138,Home
C14662,O121635,06/10/2024,28,Female,24039,1185,Beauty
C12520,O121636,03/06/2024,65,Female,23320,3537,Home
C11116,O121637,09/06/2024,39,Female,28454,1152,Grocery
C4533,O121638,12/12/2024,26,Female,32613,1513,Home
C11417,O121639,17/09/2024,21,Female,27858,3206,Home
C057,O121640,02/08/2024,26,Male,49104,240,Grocery
C5939,O121641,18/09/2024,24,Female,17992,4508,Travel
C15889,O121642,28/12/2024,21,Female,30799,213,Beauty
C8954,O121643,11/03/2024,47,Female,22129,2434,Electronics
C12463,O121644,26/04/2024,62,Male,27916,4189,Electronics
C15230,O121645,11/01/2024,39,Male,22621,3060,Electronics
C7947,O121646,14/09/2024,66,Male,39688,5677,Electronics
C11683,O121647,09/10/2024,56,Female,20967,328,Grocery
C8601,O121648,04/03/2024,60,Female,39855,492,Beauty
C6033,O121649,05/08/2024,56,Female,27615,1012,Fashion
C1975,O121650,07/12/2024,63,Female,19789,3350,Electronics
C17310,O121651,25/04/2024,25,Female,21568,5787,Home
C7178,O121652,21/12/2024,22,Female,27545,2380,Beauty
C7378,O121653,09/09/2024,61,Female,19932,3448,Home
C17536,O121654,20/05/2024,41,Female,18616,2828,Home
C13466,O121655,21/07/2024,62,Female,36902,4842,Electronics
C9553,O121656,11/02/2024,56,Female,31971,2402,Electronics
C2345,O121657,27/08/2024,70,Male,24294,2859,Home
C8253,O121658,16/12/2024,62,Male,30426,6755,Electronics
C15225,O121659,27/07/2024,63,Male,27437,1231,Grocery
C15033,O121660,08/03/2024,26,Male,21607,1468,Beauty
C2076,O121661,26/11/2024,38,Male,26817,2274,Fashion
C2452,O121662,14/08/2024,39,Female,24895,4866,Travel
C6182,O121663,26/02/2024,53,Male,34039,950,Home
C13197,O121664,02/08/2024,30,Female,31242,415,Beauty
C16992,O121665,06/02/2024,21,Male,27232,3430,Home
C10128,O121666,09/02/2024,20,Male,31418,977,Fashion
C5716,O121667,08/05/2024,38,Male,20926,6634,Electronics
C2571,O121668,08/11/2024,30,Male,23717,1379,Beauty
C2969,O121669,29/05/2024,45,Female,21570,1532,Grocery
C17517,O121670,17/02/2024,20,Male,23416,3427,Electronics
C18468,O121671,01/07/2024,39,Male,26669,3791,Electronics
C238,O121672,30/05/2024,25,Female,21209,2706,Home
C9901,O121673,11/12/2024,69,Female,31466,226,Beauty
C4916,O121674,20/09/2024,42,Female,39759,5391,Home
C8867,O121675,19/07/2024,45,Male,20023,1915,Fashion
C642,O121676,14/11/2024,56,Male,27600,2826,Travel
C17842,O121677,31/01/2024,49,Male,32854,6376,Travel
C8731,O121678,09/02/2024,40,Male,24686,749,Grocery
C5042,O121679,19/05/2024,22,Female,20016,2063,Electronics
C2596,O121680,28/03/2024,50,Female,32134,2852,Fashion
C9633,O121681,30/10/2024,39,Female,21791,5012,Home
C17284,O121682,21/11/2024,21,Female,37036,911,Home
C1730,O121683,01/05/2024,51,Male,21614,4174,Electronics
C4809,O121684,14/04/2024,35,Female,23822,4333,Electronics
C5186,O121685,16/03/2024,36,Female,39651,5310,Electronics
C8376,O121686,27/11/2024,27,Female,26929,333,Beauty
C5630,O121687,17/04/2024,25,Male,18211,3357,Electronics
C266,O121688,02/07/2024,53,Female,28880,6695,Electronics
C18856,O121689,02/06/2024,44,Male,26846,1096,Grocery
C19769,O121690,18/02/2024,26,Female,23687,2294,Fashion
C2909,O121691,07/09/2024,26,Male,33889,503,Grocery
C15123,O121692,02/12/2024,47,Male,20944,3908,Travel
C6128,O121693,10/11/2024,34,Female,19166,1440,Grocery
C15597,O121694,08/03/2024,29,Female,18252,5025,Travel
C18072,O121695,25/09/2024,30,Male,30956,3346,Home
C480,O121696,24/07/2024,61,Male,27792,1294,Beauty
C5931,O121697,05/03/2024,50,Female,29303,5543,Home
C15949,O121698,12/01/2024,53,Male,42175,820,Grocery
C18541,O121699,09/02/2024,33,Female,42221,259,Beauty
C19333,O121700,15/05/2024,45,Male,33142,1481,Fashion
C7015,O121701,20/07/2024,60,Male,48132,1893,Home
C17065,O121702,29/06/2024,25,Male,29677,1539,Beauty
C14158,O121703,13/02/2024,24,Male,29482,4709,Electronics
C19406,O121704,16/05/2024,42,Male,30942,1943,Fashion
C15535,O121705,27/06/2024,51,Female,29403,1066,Fashion
C4701,O121706,23/03/2024,49,Female,28602,4814,Electronics
C4293,O121707,29/09/2024,18,Male,24574,8574,Travel
C19296,O121708,25/09/2024,29,Female,35824,1376,Beauty
C155,O121709,04/01/2024,35,Male,28019,516,Grocery
C6753,O121710,02/02/2024,29,Female,28521,6454,Electronics
C15056,O121711,19/11/2024,51,Male,25241,887,Beauty
C15815,O121712,08/05/2024,22,Male,31776,1922,Electronics
C9330,O121713,02/11/2024,36,Male,26406,5991,Electronics
C19963,O121714,22/02/2024,39,Female,26883,1442,Home
C5079,O121715,13/06/2024,39,Male,31389,502,Beauty
C15337,O121716,14/07/2024,61,Female,21264,4278,Electronics
C12496,O121717,28/02/2024,19,Female,51582,6352,Electronics
C1256,O121718,17/05/2024,25,Female,21364,6595,Electronics
C4068,O121719,16/05/2024,34,Female,25072,8361,Travel
C5680,O121720,19/06/2024,34,Male,30308,2731,Home
C2852,O121721,05/03/2024,42,Female,17563,544,Beauty
C19502,O121722,08/06/2024,23,Female,28470,3801,Home
C4415,O121723,04/12/2024,57,Female,28726,3966,Home
C10402,O121724,20/03/2024,33,Male,40423,7972,Travel
C7506,O121725,14/10/2024,64,Female,17923,6188,Electronics
C13269,O121726,15/05/2024,29,Male,23371,5473,Home
C14902,O121727,27/09/2024,23,Female,31720,2372,Travel
C10193,O121728,15/02/2024,64,Female,22018,2984,Home
C9150,O121729,11/05/2024,44,Female,32625,4460,Home
C2930,O121730,08/07/2024,43,Female,37565,2329,Fashion
C787,O121731,28/05/2024,60,Male,36211,5572,Travel
C9428,O121732,03/05/2024,36,Female,27957,8950,Travel
C3485,O121733,08/11/2024,31,Male,27409,4430,Home
C18555,O121734,28/07/2024,23,Male,26239,5470,Travel
C283,O121735,25/09/2024,47,Male,25918,1719,Beauty
C8210,O121736,12/02/2024,51,Female,46988,3409,Electronics
C12892,O121737,25/06/2024,20,Male,20694,1379,Home
C2569,O121738,09/04/2024,52,Female,27221,1613,Fashion
C4953,O121739,09/01/2024,63,Male,29867,6639,Travel
C14323,O121740,13/02/2024,19,Male,23272,1841,Grocery
C1384,O121741,01/11/2024,45,Male,32489,1348,Fashion
C5723,O121742,20/01/2024,22,Female,23541,4548,Travel
C12928,O121743,09/02/2024,22,Female,33306,1047,Home
C4933,O121744,09/06/2024,28,Male,28954,1258,Beauty
C9975,O121745,08/05/2024,50,Male,25779,2070,Beauty
C3618,O121746,29/07/2024,21,Male,23441,3365,Travel
C9512,O121747,03/05/2024,46,Female,25071,2630,Electronics
C10966,O121748,31/03/2024,30,Female,31011,2076,Fashion
C1182,O121749,30/07/2024,21,Male,26530,1936,Home
C9516,O121750,20/06/2024,62,Male,39080,5846,Electronics
C20000,O121751,20/05/2024,53,Male,33507,1661,Grocery
C10533,O121752,05/01/2024,23,Female,28213,3413,Home
C1246,O121753,03/01/2024,44,Female,27431,6287,Electronics
C17982,O121754,13/12/2024,36,Female,22725,5307,Electronics
C16800,O121755,02/07/2024,46,Male,25437,232,Grocery
C188,O121756,21/10/2024,48,Female,17892,3678,Electronics
C5541,O121757,26/02/2024,38,Female,33657,2433,Beauty
C6920,O121758,24/06/2024,19,Male,24810,4555,Home
C10329,O121759,11/12/2024,56,Male,28697,1181,Grocery
C4140,O121760,20/07/2024,65,Male,34882,4078,Electronics
C18551,O121761,30/09/2024,25,Female,24605,1599,Home
C7522,O121762,23/03/2024,66,Male,34551,3903,Home
C10105,O121763,26/03/2024,20,Male,23640,2447,Electronics
C17771,O121764,29/05/2024,66,Female,17904,524,Beauty
C5727,O121765,20/08/2024,62,Male,27509,2451,Fashion
C4289,O121766,07/09/2024,18,Male,34691,1513,Electronics
C12486,O121767,11/09/2024,33,Female,27886,1869,Electronics
C10301,O121768,07/02/2024,31,Male,54749,687,Fashion
C13895,O121769,08/06/2024,42,Female,34361,5946,Electronics
C14241,O121770,11/06/2024,57,Female,31986,5232,Electronics
C5846,O121771,03/10/2024,39,Female,32506,3351,Travel
C2637,O121772,15/04/2024,44,Male,19761,3411,Electronics
C10930,O121773,11/06/2024,57,Male,83197,4076,Home
C15655,O121774,08/07/2024,48,Female,26633,4807,Electronics
C13022,O121775,11/09/2024,51,Male,23676,3575,Fashion
C2680,O121776,01/10/2024,43,Female,32558,4440,Travel
C14310,O121777,08/08/2024,67,Male,31533,1383,Home
C18299,O121778,08/09/2024,52,Male,30885,2636,Fashion
C3378,O121779,19/07/2024,29,Female,32755,6037,Electronics
C12447,O121780,18/04/2024,45,Male,21066,1672,Home
C10107,O121781,04/06/2024,51,Male,44241,3143,Travel
C10731,O121782,18/03/2024,23,Male,35791,2236,Electronics
C4578,O121783,13/02/2024,18,Male,31024,5323,Home
C19133,O121784,08/06/2024,24,Female,22244,2631,Home
C15441,O121785,02/08/2024,18,Male,21507,1022,Grocery
C9730,O121786,20/12/2024,37,Male,27463,3189,Fashion
C16730,O121787,18/02/2024,55,Female,32666,2291,Electronics
C3836,O121788,11/05/2024,57,Male,26009,1694,Grocery
C4206,O121789,07/02/2024,61,Female,31785,4478,Electronics
C5894,O121790,16/11/2024,36,Female,30083,5879,Home
C16531,O121791,21/06/2024,24,Male,36929,1750,Fashion
C10132,O121792,19/11/2024,58,Male,33802,2499,Travel
C16457,O121793,16/09/2024,56,Male,31048,2013,Travel
C2462,O121794,06/09/2024,20,Male,53023,2720,Electronics
C3226,O121795,26/12/2024,64,Female,28397,2343,Beauty
C2622,O121796,14/11/2024,44,Female,20695,1158,Grocery
C5730,O121797,22/01/2024,40,Female,22767,1564,Beauty
C7531,O121798,05/08/2024,70,Female,25737,9485,Travel
C17357,O121799,16/11/2024,26,Male,26685,6875,Electronics
C18649,O121800,12/09/2024,29,Male,23829,2152,Beauty
C11742,O121801,10/09/2024,53,Male,19757,2827,Travel
C4816,O121802,19/06/2024,45,Female,17954,4352,Home
C16576,O121803,16/04/2024,67,Male,32755,1139,Beauty
C11175,O121804,05/11/2024,43,Female,26686,596,Grocery
C5358,O121805,17/07/2024,55,Female,28864,2129,Travel
C5674,O121806,14/07/2024,48,Male,35183,8713,Travel
C4511,O121807,14/05/2024,33,Male,27673,650,Beauty
C2695,O121808,30/09/2024,38,Male,41126,4707,Home
C662,O121809,25/04/2024,31,Male,22915,4832,Home
C15658,O121810,12/11/2024,30,Male,34491,946,Beauty
C18876,O121811,29/08/2024,26,Male,26798,3258,Fashion
C16232,O121812,13/07/2024,18,Male,28188,4921,Travel
C6158,O121813,11/05/2024,42,Male,26106,6022,Travel
C1607,O121814,25/12/2024,52,Female,42761,1132,Fashion
C19406,O121815,08/09/2024,59,Male,29653,5486,Home
C9847,O121816,24/10/2024,40,Female,28377,4743,Electronics
C12236,O121817,14/10/2024,60,Male,30501,2685,Fashion
C9633,O121818,09/01/2024,54,Female,27321,1373,Grocery
