OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0002181,Online,WARE-PUJ1005,27/10/2018,27/01/2019,04/02/2019,05/02/2019,USD,12,33,284,42,3.03,0.05,1091.97,1882.7
SO - 0002182,Online,WARE-XYS1001,27/10/2018,27/01/2019,03/02/2019,12/02/2019,USD,13,12,21,39,6.95,0.1,563.81,1025.1
SO - 0002183,In-Store,WARE-PUJ1005,27/10/2018,27/01/2019,11/02/2019,14/02/2019,USD,1,49,301,42,4.02,0.08,4176.65,5882.6
SO - 0002184,Online,WARE-XYS1001,27/10/2018,27/01/2019,08/02/2019,16/02/2019,USD,16,17,49,39,0.99,0.15,866.71,1125.6
SO - 0002185,Online,WARE-XYS1001,27/10/2018,27/01/2019,19/02/2019,26/02/2019,USD,15,34,42,28,5.02,0.1,920.98,1165.8
SO - 0002186,Online,WARE-NMK1003,27/10/2018,27/01/2019,29/01/2019,03/02/2019,USD,19,41,128,36,7.99,0.2,3533.18,5353.3
SO - 0002187,Wholesale,WARE-NMK1003,27/10/2018,27/01/2019,14/02/2019,17/02/2019,USD,28,32,102,14,7.01,0.1,1989.9,3979.8
SO - 0002188,Wholesale,WARE-XYS1001,27/10/2018,27/01/2019,15/02/2019,17/02/2019,USD,26,13,21,16,5.99,0.07,126.3,194.3
SO - 0002189,In-Store,WARE-UHY1004,27/10/2018,27/01/2019,23/02/2019,05/03/2019,USD,3,21,246,10,3.04,0.2,2812.33,3852.5
SO - 0002190,Online,WARE-MKL1006,27/10/2018,27/01/2019,18/02/2019,27/02/2019,USD,12,19,344,30,1.02,0.08,2555.11,6083.6
SO - 0002191,Distributor,WARE-MKL1006,27/10/2018,27/01/2019,13/02/2019,14/02/2019,USD,21,37,366,28,2.03,0.05,2538.23,6190.8
SO - 0002192,Wholesale,WARE-UHY1004,27/10/2018,28/01/2019,22/02/2019,04/03/2019,USD,26,44,253,35,8.04,0.05,2966.43,3852.5
SO - 0002193,Online,WARE-UHY1004,27/10/2018,28/01/2019,24/02/2019,04/03/2019,USD,13,50,255,11,7.02,0.07,850.3,1735.3
SO - 0002194,In-Store,WARE-NMK1003,27/10/2018,28/01/2019,17/02/2019,27/02/2019,USD,4,27,144,8,3.03,0.3,1098.8,2680
SO - 0002195,In-Store,WARE-NMK1003,27/10/2018,28/01/2019,22/02/2019,26/02/2019,USD,7,48,133,27,3.03,0.08,686.75,1675
SO - 0002196,Distributor,WARE-UHY1004,27/10/2018,28/01/2019,25/02/2019,04/03/2019,USD,24,23,239,16,2.97,0.07,908.12,1681.7
SO - 0002197,Distributor,WARE-PUJ1005,27/10/2018,28/01/2019,25/02/2019,28/02/2019,USD,25,38,314,3,8.05,0.1,2374.55,3892.7
SO - 0002198,Distributor,WARE-MKL1006,27/10/2018,28/01/2019,14/02/2019,20/02/2019,USD,23,48,356,5,3,0.1,1870.51,3979.8
SO - 0002199,Distributor,WARE-UHY1004,27/10/2018,28/01/2019,10/02/2019,12/02/2019,USD,24,41,238,36,0.99,0.08,507.06,1152.4
SO - 0002200,Online,WARE-MKL1006,27/10/2018,28/01/2019,31/01/2019,01/02/2019,USD,15,38,347,6,0.99,0.1,1565.79,3819
SO - 0002201,In-Store,WARE-PUJ1005,27/10/2018,28/01/2019,19/02/2019,27/02/2019,USD,10,24,268,47,5,0.08,1955.86,2385.2
SO - 0002202,Distributor,WARE-NMK1003,27/10/2018,28/01/2019,06/02/2019,13/02/2019,USD,24,8,105,29,3.03,0.07,2056.03,3879.3
SO - 0002203,Online,WARE-XYS1001,27/10/2018,28/01/2019,22/02/2019,04/03/2019,USD,15,18,31,20,7.99,0.07,2405.97,3819
SO - 0002204,In-Store,WARE-PUJ1005,27/10/2018,28/01/2019,20/02/2019,28/02/2019,USD,8,49,261,36,7,0.08,141.24,207.7
SO - 0002205,In-Store,WARE-NMK1003,27/10/2018,28/01/2019,20/02/2019,23/02/2019,USD,1,33,176,18,4.01,0.07,884.4,1105.5
SO - 0002206,In-Store,WARE-NBV1002,27/10/2018,28/01/2019,01/02/2019,10/02/2019,USD,12,25,73,41,2.99,0.1,109.75,174.2
SO - 0002207,In-Store,WARE-NBV1002,27/10/2018,28/01/2019,24/02/2019,26/02/2019,USD,6,5,65,44,1.01,0.08,773.98,1018.4
SO - 0002208,In-Store,WARE-NBV1002,27/10/2018,29/01/2019,22/02/2019,28/02/2019,USD,11,43,84,38,7.99,0.07,1161.91,2525.9
SO - 0002209,Online,WARE-PUJ1005,27/10/2018,29/01/2019,03/02/2019,12/02/2019,USD,20,3,287,40,6.99,0.3,2354.11,3859.2
SO - 0002210,Distributor,WARE-MKL1006,27/10/2018,29/01/2019,11/02/2019,14/02/2019,USD,22,20,339,38,1.03,0.07,1522.24,2378.5
SO - 0002211,In-Store,WARE-NMK1003,27/10/2018,29/01/2019,07/02/2019,17/02/2019,USD,10,11,105,7,3,0.2,1386.9,2010
SO - 0002212,In-Store,WARE-NBV1002,27/10/2018,29/01/2019,13/02/2019,17/02/2019,USD,12,6,80,6,2.01,0.05,1585.02,3865.9
SO - 0002213,Online,WARE-XYS1001,27/10/2018,29/01/2019,03/02/2019,08/02/2019,USD,13,30,31,9,3.01,0.05,1242.31,1701.8
SO - 0002214,In-Store,WARE-NMK1003,27/10/2018,29/01/2019,20/02/2019,26/02/2019,USD,2,49,178,16,1,0.1,944.7,1889.4
SO - 0002215,Wholesale,WARE-NMK1003,27/10/2018,29/01/2019,18/02/2019,19/02/2019,USD,27,3,179,16,6,0.1,114.97,221.1
SO - 0002216,Online,WARE-NMK1003,27/10/2018,29/01/2019,09/02/2019,12/02/2019,USD,13,4,115,27,3,0.1,492.45,984.9
SO - 0002217,Wholesale,WARE-XYS1001,27/10/2018,29/01/2019,14/02/2019,23/02/2019,USD,26,21,7,1,1.05,0.08,483.47,1098.8
SO - 0002218,In-Store,WARE-NMK1003,27/10/2018,30/01/2019,18/02/2019,28/02/2019,USD,5,34,101,24,7,0.1,577.41,931.3
SO - 0002219,Online,WARE-UHY1004,27/10/2018,30/01/2019,24/02/2019,01/03/2019,USD,18,41,213,3,1,0.07,4456.71,5641.4
SO - 0002220,Distributor,WARE-PUJ1005,27/10/2018,30/01/2019,22/02/2019,27/02/2019,USD,21,28,316,2,0.97,0.15,788.32,1065.3
SO - 0002221,In-Store,WARE-XYS1001,27/10/2018,30/01/2019,08/02/2019,14/02/2019,USD,8,7,41,4,4.99,0.1,857.47,1058.6
SO - 0002222,Wholesale,WARE-XYS1001,27/10/2018,30/01/2019,19/02/2019,28/02/2019,USD,27,19,8,9,6.01,0.1,902.83,1842.5
SO - 0002223,In-Store,WARE-NMK1003,27/10/2018,31/01/2019,19/02/2019,21/02/2019,USD,2,21,183,22,7,0.08,1619.26,2840.8
SO - 0002224,In-Store,WARE-MKL1006,27/10/2018,31/01/2019,25/02/2019,07/03/2019,USD,10,48,338,25,4.03,0.07,2020.72,3886
SO - 0002225,Wholesale,WARE-PUJ1005,27/10/2018,31/01/2019,13/02/2019,14/02/2019,USD,26,26,280,28,5.94,0.08,1084.19,1869.3
SO - 0002226,Distributor,WARE-PUJ1005,27/10/2018,31/01/2019,21/02/2019,03/03/2019,USD,21,30,321,44,6.99,0.08,825.44,1072
SO - 0002227,Online,WARE-PUJ1005,27/10/2018,31/01/2019,24/02/2019,28/02/2019,USD,16,41,303,42,3.98,0.15,857.94,1319.9
SO - 0002228,Online,WARE-NMK1003,27/10/2018,31/01/2019,22/02/2019,02/03/2019,USD,13,39,195,36,4.98,0.15,1762.9,3832.4
SO - 0002229,In-Store,WARE-NMK1003,27/10/2018,31/01/2019,24/02/2019,25/02/2019,USD,7,14,145,37,4.99,0.3,2069.5,2653.2
SO - 0002230,In-Store,WARE-PUJ1005,27/10/2018,01/02/2019,01/03/2019,10/03/2019,USD,2,4,303,42,0.97,0.4,1149.18,1715.2
SO - 0002231,Wholesale,WARE-UHY1004,27/10/2018,01/02/2019,10/02/2019,14/02/2019,USD,26,22,243,22,6,0.1,1615.44,3437.1
SO - 0002232,Online,WARE-NBV1002,27/10/2018,01/02/2019,10/02/2019,11/02/2019,USD,16,4,85,35,0.99,0.3,2581.18,3852.5
SO - 0002233,Online,WARE-MKL1006,27/10/2018,01/02/2019,21/02/2019,23/02/2019,USD,16,6,355,46,5.01,0.05,1552.12,1989.9
SO - 0002234,Online,WARE-NMK1003,27/10/2018,01/02/2019,28/02/2019,04/03/2019,USD,14,23,124,17,3.04,0.05,827.99,1118.9
SO - 0002235,Distributor,WARE-UHY1004,27/10/2018,02/02/2019,07/02/2019,12/02/2019,USD,21,40,243,15,2.04,0.07,709.87,1092.1
SO - 0002236,In-Store,WARE-PUJ1005,27/10/2018,02/02/2019,12/02/2019,15/02/2019,USD,2,29,303,35,7.02,0.05,1154.54,2405.3
SO - 0002237,Online,WARE-UHY1004,27/10/2018,02/02/2019,11/02/2019,21/02/2019,USD,12,4,235,25,2,0.4,446.56,1038.5
SO - 0002238,Wholesale,WARE-NMK1003,27/10/2018,02/02/2019,10/02/2019,11/02/2019,USD,26,21,90,8,5.97,0.1,546.85,1031.8
SO - 0002239,Online,WARE-NMK1003,27/10/2018,02/02/2019,18/02/2019,24/02/2019,USD,18,29,153,32,4.96,0.05,1443.58,2532.6
SO - 0002240,In-Store,WARE-NMK1003,27/10/2018,03/02/2019,26/02/2019,08/03/2019,USD,5,31,138,27,1.99,0.1,1557.15,2552.7
SO - 0002241,In-Store,WARE-PUJ1005,27/10/2018,03/02/2019,05/02/2019,12/02/2019,USD,4,9,272,19,2.97,0.05,829.06,1802.3
SO - 0002242,In-Store,WARE-PUJ1005,27/10/2018,03/02/2019,19/02/2019,01/03/2019,USD,1,40,322,28,7,0.1,694.66,1085.4
SO - 0002243,Wholesale,WARE-MKL1006,27/10/2018,03/02/2019,26/02/2019,01/03/2019,USD,26,35,363,24,3.99,0.15,2354.38,3363.4
SO - 0002244,Distributor,WARE-NMK1003,27/10/2018,03/02/2019,23/02/2019,24/02/2019,USD,24,32,193,47,4.97,0.05,2280.68,5701.7
SO - 0002245,Online,WARE-MKL1006,27/10/2018,03/02/2019,24/02/2019,02/03/2019,USD,15,6,354,32,4,0.2,125.42,174.2
SO - 0002246,Distributor,WARE-NMK1003,27/10/2018,03/02/2019,03/03/2019,09/03/2019,USD,24,11,167,21,2.03,0.1,671.14,1065.3
SO - 0002247,Online,WARE-PUJ1005,27/10/2018,03/02/2019,15/02/2019,25/02/2019,USD,18,46,277,9,5.98,0.1,928.62,1105.5
SO - 0002248,In-Store,WARE-MKL1006,27/10/2018,03/02/2019,16/02/2019,24/02/2019,USD,7,40,348,19,5.02,0.15,108.88,167.5
SO - 0002249,Wholesale,WARE-PUJ1005,27/10/2018,04/02/2019,16/02/2019,23/02/2019,USD,26,24,301,22,6.99,0.1,3001.6,3752
SO - 0002250,Wholesale,WARE-PUJ1005,27/10/2018,04/02/2019,18/02/2019,21/02/2019,USD,28,41,279,19,5.96,0.08,576.87,703.5
SO - 0002251,Online,WARE-NMK1003,27/10/2018,04/02/2019,18/02/2019,26/02/2019,USD,13,19,173,27,4.04,0.05,772.11,1795.6
SO - 0002252,In-Store,WARE-XYS1001,27/10/2018,04/02/2019,13/02/2019,20/02/2019,USD,9,45,55,36,0.97,0.05,2300.65,3899.4
SO - 0002253,Online,WARE-NMK1003,27/10/2018,04/02/2019,04/03/2019,07/03/2019,USD,14,48,131,6,0.98,0.08,803.2,991.6
SO - 0002254,Online,WARE-MKL1006,27/10/2018,04/02/2019,23/02/2019,27/02/2019,USD,16,13,357,25,1.04,0.15,1193.47,2539.3
SO - 0002255,In-Store,WARE-UHY1004,27/10/2018,04/02/2019,21/02/2019,24/02/2019,USD,8,34,236,12,0.98,0.07,704.77,1051.9
SO - 0002256,In-Store,WARE-NMK1003,27/10/2018,05/02/2019,01/03/2019,05/03/2019,USD,12,24,177,41,2.97,0.2,501.16,911.2
SO - 0002257,Online,WARE-XYS1001,27/10/2018,05/02/2019,19/02/2019,28/02/2019,USD,18,2,31,25,3.01,0.08,3325.88,3912.8
SO - 0002258,Distributor,WARE-PUJ1005,27/10/2018,05/02/2019,03/03/2019,06/03/2019,USD,23,48,311,7,4.97,0.08,708.79,998.3
SO - 0002259,Distributor,WARE-XYS1001,27/10/2018,05/02/2019,08/02/2019,14/02/2019,USD,21,2,18,3,6.04,0.05,433.36,1031.8
SO - 0002260,Distributor,WARE-NMK1003,27/10/2018,05/02/2019,19/02/2019,01/03/2019,USD,21,10,144,39,4.04,0.1,1459.46,2753.7
SO - 0002261,Wholesale,WARE-NBV1002,27/10/2018,05/02/2019,08/02/2019,12/02/2019,USD,26,36,75,41,6.99,0.4,143.05,234.5
SO - 0002262,Online,WARE-XYS1001,27/10/2018,05/02/2019,14/02/2019,24/02/2019,USD,20,35,43,42,2.04,0.05,702.03,1132.3
SO - 0002263,In-Store,WARE-UHY1004,27/10/2018,05/02/2019,27/02/2019,02/03/2019,USD,5,37,219,39,1.99,0.1,449.97,978.2
SO - 0002264,In-Store,WARE-MKL1006,27/10/2018,05/02/2019,08/02/2019,18/02/2019,USD,8,26,358,29,6.01,0.07,1938.58,2619.7
SO - 0002265,Wholesale,WARE-XYS1001,27/10/2018,05/02/2019,21/02/2019,02/03/2019,USD,26,33,19,16,7.01,0.15,528.56,1078.7
SO - 0002266,Wholesale,WARE-XYS1001,27/10/2018,05/02/2019,01/03/2019,03/03/2019,USD,28,16,29,5,2.01,0.05,804.8,1829.1
SO - 0002267,Distributor,WARE-NMK1003,27/10/2018,06/02/2019,05/03/2019,13/03/2019,USD,21,42,150,22,1,0.05,508.87,1038.5
SO - 0002268,Online,WARE-UHY1004,27/10/2018,06/02/2019,26/02/2019,08/03/2019,USD,19,31,249,9,5,0.05,1894.22,3946.3
SO - 0002269,Online,WARE-PUJ1005,27/10/2018,06/02/2019,04/03/2019,13/03/2019,USD,18,24,295,23,0.99,0.05,2596.85,5299.7
SO - 0002270,In-Store,WARE-NMK1003,27/10/2018,06/02/2019,02/03/2019,05/03/2019,USD,8,37,203,15,6.01,0.15,1442.71,2365.1
SO - 0002271,Distributor,WARE-XYS1001,27/10/2018,06/02/2019,08/02/2019,16/02/2019,USD,23,6,47,5,2.99,0.15,120.6,268
SO - 0002272,Wholesale,WARE-NMK1003,27/10/2018,06/02/2019,09/02/2019,18/02/2019,USD,27,22,136,28,8.01,0.08,785.91,1139
SO - 0002273,Distributor,WARE-NMK1003,27/10/2018,06/02/2019,14/02/2019,15/02/2019,USD,25,19,149,21,5.99,0.05,751.74,1139
SO - 0002274,Online,WARE-MKL1006,27/10/2018,06/02/2019,20/02/2019,27/02/2019,USD,18,13,352,7,2.03,0.3,148.74,247.9
SO - 0002275,Online,WARE-NMK1003,27/10/2018,06/02/2019,28/02/2019,06/03/2019,USD,15,14,189,36,4.99,0.4,1806.05,3926.2
SO - 0002276,Online,WARE-UHY1004,27/10/2018,06/02/2019,25/02/2019,05/03/2019,USD,14,8,217,22,8.02,0.05,712.88,938
SO - 0002277,In-Store,WARE-PUJ1005,27/10/2018,07/02/2019,24/02/2019,06/03/2019,USD,5,44,297,31,5.99,0.08,2417.03,3718.5
SO - 0002278,In-Store,WARE-PUJ1005,27/10/2018,07/02/2019,22/02/2019,24/02/2019,USD,6,50,283,17,3.99,0.05,1335.04,2472.3
SO - 0002279,Wholesale,WARE-NMK1003,27/10/2018,07/02/2019,02/03/2019,05/03/2019,USD,26,21,100,45,5.01,0.05,3080.66,5601.2
SO - 0002280,Online,WARE-XYS1001,27/10/2018,07/02/2019,16/02/2019,20/02/2019,USD,16,39,24,33,3.03,0.3,1861.06,3959.7
SO - 0002281,Online,WARE-NMK1003,27/10/2018,07/02/2019,19/02/2019,20/02/2019,USD,18,1,156,34,5,0.15,720.92,1802.3
SO - 0002282,In-Store,WARE-XYS1001,27/10/2018,07/02/2019,27/02/2019,01/03/2019,USD,3,39,30,7,3.03,0.05,1596.34,2418.7
SO - 0002283,Distributor,WARE-XYS1001,27/10/2018,07/02/2019,10/02/2019,14/02/2019,USD,21,37,42,41,6.02,0.05,1065.84,1299.8
SO - 0002284,Distributor,WARE-NMK1003,27/10/2018,07/02/2019,18/02/2019,26/02/2019,USD,21,4,169,20,6.02,0.1,682.53,1118.9
SO - 0002285,In-Store,WARE-PUJ1005,27/10/2018,07/02/2019,14/02/2019,19/02/2019,USD,8,29,289,27,6.01,0.1,1573.16,3932.9
SO - 0002286,Distributor,WARE-UHY1004,27/10/2018,07/02/2019,28/02/2019,01/03/2019,USD,21,2,211,38,1.01,0.07,95.07,221.1
SO - 0002287,In-Store,WARE-XYS1001,27/10/2018,07/02/2019,06/03/2019,10/03/2019,USD,4,24,30,22,2.04,0.1,93.8,187.6
SO - 0002288,Distributor,WARE-NMK1003,27/10/2018,08/02/2019,08/03/2019,18/03/2019,USD,23,34,151,8,7.02,0.05,1324.26,2244.5
SO - 0002289,Online,WARE-UHY1004,27/10/2018,08/02/2019,08/03/2019,10/03/2019,USD,18,35,204,41,7,0.3,1799.75,2432.1
SO - 0002290,In-Store,WARE-UHY1004,27/10/2018,08/02/2019,19/02/2019,25/02/2019,USD,7,7,225,22,5,0.05,3337.94,6298
SO - 0002291,In-Store,WARE-NBV1002,27/10/2018,08/02/2019,13/02/2019,21/02/2019,USD,3,3,64,6,7.98,0.05,1476.35,2271.3
SO - 0002292,Distributor,WARE-PUJ1005,27/10/2018,08/02/2019,03/03/2019,12/03/2019,USD,23,25,292,20,7.98,0.05,2785.86,3979.8
SO - 0002293,In-Store,WARE-UHY1004,27/10/2018,08/02/2019,20/02/2019,23/02/2019,USD,11,36,255,27,4.03,0.4,166.43,241.2
SO - 0002294,In-Store,WARE-UHY1004,27/10/2018,08/02/2019,18/02/2019,19/02/2019,USD,3,44,230,11,1.01,0.2,439.52,1098.8
SO - 0002295,In-Store,WARE-XYS1001,27/10/2018,08/02/2019,19/02/2019,21/02/2019,USD,12,34,46,18,6.98,0.15,1468.91,2331.6
SO - 0002296,In-Store,WARE-NBV1002,27/10/2018,08/02/2019,16/02/2019,19/02/2019,USD,10,18,80,9,5.03,0.05,2406.37,2934.6
SO - 0002297,Online,WARE-MKL1006,27/10/2018,09/02/2019,09/03/2019,10/03/2019,USD,12,12,332,44,3.98,0.1,1377.45,1788.9
SO - 0002298,In-Store,WARE-PUJ1005,27/10/2018,09/02/2019,12/02/2019,17/02/2019,USD,5,13,293,23,7.01,0.05,2583.25,3075.3
SO - 0002299,Distributor,WARE-NMK1003,27/10/2018,09/02/2019,12/02/2019,16/02/2019,USD,24,45,171,42,2,0.05,1422.48,2257.9
SO - 0002300,In-Store,WARE-PUJ1005,27/10/2018,09/02/2019,24/02/2019,02/03/2019,USD,8,44,300,2,7.99,0.15,612.05,971.5
SO - 0002301,In-Store,WARE-NMK1003,27/10/2018,09/02/2019,02/03/2019,07/03/2019,USD,4,24,136,25,1,0.08,2482.42,3705.1
SO - 0002302,Distributor,WARE-MKL1006,27/10/2018,09/02/2019,08/03/2019,12/03/2019,USD,25,25,330,23,6.01,0.07,110.95,241.2
SO - 0002303,Online,WARE-MKL1006,27/10/2018,09/02/2019,21/02/2019,24/02/2019,USD,15,31,352,35,3.96,0.15,2529.92,3953
SO - 0002304,In-Store,WARE-NMK1003,27/10/2018,10/02/2019,03/03/2019,08/03/2019,USD,10,30,90,13,4.97,0.07,337.68,844.2
SO - 0002305,Wholesale,WARE-UHY1004,27/10/2018,10/02/2019,13/02/2019,14/02/2019,USD,26,39,249,36,3.07,0.08,1737.85,2633.1
SO - 0002306,Online,WARE-NMK1003,27/10/2018,10/02/2019,23/02/2019,25/02/2019,USD,17,15,170,7,0.98,0.05,1412.49,1701.8
SO - 0002307,Online,WARE-XYS1001,27/10/2018,10/02/2019,22/02/2019,04/03/2019,USD,12,17,12,44,3.98,0.08,78.73,167.5
SO - 0002308,Online,WARE-MKL1006,27/10/2018,10/02/2019,05/03/2019,13/03/2019,USD,15,23,348,20,3.99,0.15,1236.82,2378.5
SO - 0002309,Wholesale,WARE-XYS1001,27/10/2018,10/02/2019,19/02/2019,27/02/2019,USD,25,27,15,19,6.98,0.05,733.52,1078.7
SO - 0002310,Online,WARE-NBV1002,27/10/2018,10/02/2019,17/02/2019,21/02/2019,USD,14,17,68,9,0.99,0.05,1888.19,2452.2
SO - 0002311,Online,WARE-UHY1004,27/10/2018,10/02/2019,04/03/2019,14/03/2019,USD,15,25,261,9,4.96,0.08,1519.09,1922.9
SO - 0002312,In-Store,WARE-UHY1004,27/10/2018,10/02/2019,10/03/2019,15/03/2019,USD,2,15,252,42,1.01,0.4,3859.07,6224.3
SO - 0002313,Wholesale,WARE-PUJ1005,27/10/2018,11/02/2019,25/02/2019,01/03/2019,USD,28,10,271,27,3.99,0.15,994.28,1876
SO - 0002314,In-Store,WARE-NMK1003,27/10/2018,11/02/2019,27/02/2019,04/03/2019,USD,10,4,190,17,4.97,0.05,2774.07,6304.7
SO - 0002315,Distributor,WARE-UHY1004,27/10/2018,11/02/2019,27/02/2019,03/03/2019,USD,21,17,238,45,3.98,0.1,569.23,964.8
SO - 0002316,In-Store,WARE-NMK1003,27/10/2018,11/02/2019,26/02/2019,01/03/2019,USD,7,43,114,43,2.03,0.15,2780.7,3611.3
SO - 0002317,In-Store,WARE-PUJ1005,27/10/2018,11/02/2019,13/02/2019,19/02/2019,USD,5,31,306,36,3,0.08,633.15,1005
SO - 0002318,Distributor,WARE-UHY1004,27/10/2018,11/02/2019,02/03/2019,04/03/2019,USD,24,38,225,8,2.05,0.15,1201.38,2793.9
SO - 0002319,In-Store,WARE-NMK1003,27/10/2018,11/02/2019,01/03/2019,10/03/2019,USD,12,34,173,30,3.01,0.05,646.68,850.9
SO - 0002320,In-Store,WARE-PUJ1005,27/10/2018,11/02/2019,07/03/2019,13/03/2019,USD,5,44,272,40,5.03,0.08,1913.52,2278
SO - 0002321,Wholesale,WARE-XYS1001,27/10/2018,11/02/2019,19/02/2019,28/02/2019,USD,28,33,38,17,6.96,0.15,655.26,1092.1
SO - 0002322,Wholesale,WARE-NMK1003,27/10/2018,11/02/2019,24/02/2019,06/03/2019,USD,27,33,160,26,4.03,0.05,3578.14,6505.7
SO - 0002323,Distributor,WARE-NMK1003,27/10/2018,12/02/2019,15/02/2019,16/02/2019,USD,24,13,135,7,4.98,0.05,495.26,1125.6
SO - 0002324,Distributor,WARE-NMK1003,27/10/2018,12/02/2019,09/03/2019,15/03/2019,USD,24,25,92,22,8.02,0.15,559.58,1165.8
SO - 0002325,In-Store,WARE-NMK1003,27/10/2018,12/02/2019,06/03/2019,07/03/2019,USD,7,47,96,9,5.02,0.05,674.96,978.2
SO - 0002326,Online,WARE-XYS1001,27/10/2018,12/02/2019,21/02/2019,28/02/2019,USD,19,31,52,4,7.98,0.07,1578.25,3035.1
SO - 0002327,In-Store,WARE-PUJ1005,27/10/2018,12/02/2019,09/03/2019,10/03/2019,USD,11,7,322,31,3.99,0.07,167.23,214.4
SO - 0002328,Online,WARE-MKL1006,27/10/2018,12/02/2019,05/03/2019,12/03/2019,USD,12,44,364,40,3,0.08,709.13,1125.6
SO - 0002329,In-Store,WARE-NMK1003,27/10/2018,12/02/2019,24/02/2019,27/02/2019,USD,5,3,155,23,1.98,0.1,3284.94,5567.7
SO - 0002330,Wholesale,WARE-PUJ1005,27/10/2018,12/02/2019,10/03/2019,15/03/2019,USD,28,40,283,10,6.97,0.07,70.35,167.5
SO - 0002331,In-Store,WARE-XYS1001,27/10/2018,12/02/2019,09/03/2019,14/03/2019,USD,10,18,5,30,1,0.2,1111.66,1822.4
SO - 0002332,Wholesale,WARE-PUJ1005,27/10/2018,12/02/2019,11/03/2019,12/03/2019,USD,28,6,283,9,1.97,0.4,2632.56,5983.1
SO - 0002333,Online,WARE-PUJ1005,27/10/2018,12/02/2019,06/03/2019,12/03/2019,USD,16,37,272,43,1.99,0.1,1135.45,1802.3
SO - 0002334,In-Store,WARE-XYS1001,27/10/2018,12/02/2019,06/03/2019,09/03/2019,USD,3,36,26,40,7,0.08,2481.95,3939.6
SO - 0002335,Online,WARE-UHY1004,27/10/2018,13/02/2019,19/02/2019,24/02/2019,USD,15,50,212,4,1,0.08,311.28,676.7
SO - 0002336,In-Store,WARE-XYS1001,27/10/2018,13/02/2019,18/02/2019,20/02/2019,USD,3,20,12,2,6.99,0.08,1452.02,3457.2
SO - 0002337,In-Store,WARE-NMK1003,27/10/2018,14/02/2019,06/03/2019,10/03/2019,USD,9,29,170,6,5.01,0.15,4658.91,5681.6
SO - 0002338,Distributor,WARE-UHY1004,27/10/2018,14/02/2019,03/03/2019,13/03/2019,USD,22,23,248,12,3,0.07,178.22,254.6
SO - 0002339,Wholesale,WARE-UHY1004,27/10/2018,14/02/2019,05/03/2019,13/03/2019,USD,25,14,254,2,6,0.05,2831.89,3879.3
SO - 0002340,In-Store,WARE-XYS1001,27/10/2018,14/02/2019,04/03/2019,06/03/2019,USD,3,16,47,37,1.05,0.05,1776.44,3289.7
SO - 0002341,In-Store,WARE-XYS1001,27/10/2018,14/02/2019,23/02/2019,25/02/2019,USD,7,38,19,10,7.02,0.05,104.79,227.8
SO - 0002342,In-Store,WARE-NMK1003,27/10/2018,14/02/2019,24/02/2019,28/02/2019,USD,5,13,182,5,2.96,0.08,1731.95,3685
SO - 0002343,In-Store,WARE-UHY1004,27/10/2018,14/02/2019,14/03/2019,15/03/2019,USD,9,3,260,19,6.01,0.05,1724.58,3832.4
SO - 0002344,In-Store,WARE-PUJ1005,27/10/2018,14/02/2019,06/03/2019,10/03/2019,USD,12,31,319,18,3,0.1,181.3,221.1
SO - 0002345,In-Store,WARE-UHY1004,27/10/2018,14/02/2019,10/03/2019,18/03/2019,USD,3,9,247,37,8.01,0.05,1172.97,1922.9
SO - 0002346,Online,WARE-NMK1003,27/10/2018,14/02/2019,09/03/2019,18/03/2019,USD,20,13,129,34,1,0.05,453.05,984.9
SO - 0002347,Distributor,WARE-NBV1002,27/10/2018,15/02/2019,05/03/2019,08/03/2019,USD,22,27,86,41,3,0.05,776.6,1159.1
SO - 0002348,Wholesale,WARE-NMK1003,27/10/2018,15/02/2019,05/03/2019,12/03/2019,USD,27,1,92,9,3,0.2,143.72,261.3
SO - 0002349,Online,WARE-PUJ1005,27/10/2018,15/02/2019,06/03/2019,16/03/2019,USD,20,38,325,44,7.97,0.1,1181.88,1688.4
SO - 0002350,In-Store,WARE-PUJ1005,27/10/2018,15/02/2019,13/03/2019,22/03/2019,USD,9,23,319,37,5.97,0.1,486.42,884.4
SO - 0002351,Distributor,WARE-NMK1003,27/10/2018,16/02/2019,16/03/2019,17/03/2019,USD,25,11,171,14,6.01,0.2,621.89,797.3
SO - 0002352,In-Store,WARE-NMK1003,27/10/2018,16/02/2019,03/03/2019,09/03/2019,USD,5,17,180,13,0.99,0.15,626.45,1139
SO - 0002353,Online,WARE-UHY1004,27/10/2018,16/02/2019,05/03/2019,11/03/2019,USD,19,3,225,37,6,0.07,1457.92,1822.4
SO - 0002354,Distributor,WARE-UHY1004,27/10/2018,16/02/2019,01/03/2019,02/03/2019,USD,24,4,221,4,7.99,0.1,1344.02,2278
SO - 0002355,In-Store,WARE-PUJ1005,27/10/2018,16/02/2019,24/02/2019,25/02/2019,USD,10,3,286,6,5.01,0.1,120.6,167.5
SO - 0002356,Wholesale,WARE-NMK1003,27/10/2018,16/02/2019,05/03/2019,11/03/2019,USD,28,47,104,41,5.98,0.15,512.55,683.4
