OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Delivery_days,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost(In USD),Unit Price(in USD),USD_rate,Unit_priceinINR,Unit_costinINR
SO - 0004980,In-Store,WARE-XYS1001,23-Aug-2019,3-Jan-2020,15-Jan-2020,18-Jan-2020,3,USD,8,36,57,38,3,0.2,710.2,"1,775.50",88,156244,62497.6
SO - 0004981,In-Store,WARE-PUJ1005,23-Aug-2019,3-Jan-2020,19-Jan-2020,21-Jan-2020,2,USD,8,24,265,36,1,0.05,522,"1,065.30",88,93746.4,45936
SO - 0004982,In-Store,WARE-NMK1003,23-Aug-2019,3-Jan-2020,24-Jan-2020,1-Feb-2020,8,USD,7,18,90,33,3,0.05,"4,041.71","6,123.80",88,538894.4,355670.48
SO - 0004983,In-Store,WARE-NBV1002,23-Aug-2019,3-Jan-2020,15-Jan-2020,23-Jan-2020,8,USD,12,47,67,41,6,0.075,"1,986.28","2,452.20",88,215793.6,174792.64
SO - 0004984,Wholesale,WARE-NMK1003,23-Aug-2019,3-Jan-2020,14-Jan-2020,16-Jan-2020,2,USD,28,19,103,5,5,0.1,"2,226.48","3,906.10",88,343736.8,195930.24
SO - 0004985,Online,WARE-MKL1006,23-Aug-2019,3-Jan-2020,29-Jan-2020,4-Feb-2020,6,USD,13,36,349,6,5,0.05,"1,622.67","2,351.70",88,206949.6,142794.96
SO - 0004986,In-Store,WARE-MKL1006,23-Aug-2019,3-Jan-2020,30-Jan-2020,4-Feb-2020,5,USD,3,12,358,3,3,0.05,793.28,991.6,88,87260.8,69808.64
SO - 0004987,In-Store,WARE-MKL1006,23-Aug-2019,3-Jan-2020,6-Jan-2020,8-Jan-2020,2,USD,5,42,359,33,5,0.15,"3,240.12","5,226.00",88,459888,285130.56
SO - 0004988,In-Store,WARE-NBV1002,23-Aug-2019,4-Jan-2020,27-Jan-2020,6-Feb-2020,10,USD,3,25,67,4,1,0.1,"3,027.46","5,936.20",88,522385.6,266416.48
SO - 0004989,In-Store,WARE-UHY1004,23-Aug-2019,4-Jan-2020,20-Jan-2020,22-Jan-2020,2,USD,10,12,229,45,8,0.075,525.95,"1,051.90",88,92567.2,46283.6
SO - 0004990,Online,WARE-XYS1001,23-Aug-2019,4-Jan-2020,23-Jan-2020,26-Jan-2020,3,USD,12,11,26,25,5,0.1,794.35,"1,018.40",88,89619.2,69902.8
SO - 0004991,Online,WARE-UHY1004,23-Aug-2019,4-Jan-2020,31-Jan-2020,6-Feb-2020,6,USD,15,23,224,37,7,0.05,"2,948.20","3,731.90",88,328407.2,259441.6
SO - 0004992,In-Store,WARE-PUJ1005,23-Aug-2019,4-Jan-2020,17-Jan-2020,21-Jan-2020,4,USD,7,9,293,34,2,0.1,"2,588.28","3,276.30",88,288314.4,227768.64
SO - 0004993,Online,WARE-NMK1003,23-Aug-2019,5-Jan-2020,26-Jan-2020,27-Jan-2020,1,USD,17,41,179,31,7,0.4,718.58,"1,105.50",88,97284,63235.04
SO - 0004994,Distributor,WARE-UHY1004,23-Aug-2019,5-Jan-2020,1-Feb-2020,2-Feb-2020,1,USD,24,40,218,43,4,0.05,"4,708.22","6,539.20",88,575449.6,414323.36
SO - 0004995,In-Store,WARE-MKL1006,1-Dec-2019,5-Jan-2020,31-Jan-2020,10-Feb-2020,10,USD,1,47,345,20,4,0.075,"2,778.83","3,517.50",88,309540,244537.04
SO - 0004996,Distributor,WARE-NMK1003,23-Aug-2019,5-Jan-2020,11-Jan-2020,19-Jan-2020,8,USD,21,18,132,31,2,0.075,"1,099.00","2,338.30",88,205770.4,96712
SO - 0004997,In-Store,WARE-NMK1003,23-Aug-2019,5-Jan-2020,21-Jan-2020,25-Jan-2020,4,USD,4,38,151,25,1,0.2,892.44,"2,231.10",88,196336.8,78534.72
SO - 0004998,In-Store,WARE-NMK1003,23-Aug-2019,5-Jan-2020,12-Jan-2020,17-Jan-2020,5,USD,3,47,96,16,6,0.075,537.61,911.2,88,80185.6,47309.68
SO - 0004999,Online,WARE-PUJ1005,23-Aug-2019,5-Jan-2020,9-Jan-2020,16-Jan-2020,7,USD,19,45,326,5,7,0.05,"4,520.09","6,277.90",88,552455.2,397767.92
SO - 0005000,Distributor,WARE-MKL1006,1-Dec-2019,5-Jan-2020,17-Jan-2020,25-Jan-2020,8,USD,23,21,333,46,3,0.2,996.16,"2,371.80",88,208718.4,87662.08
SO - 0005001,In-Store,WARE-PUJ1005,23-Aug-2019,5-Jan-2020,16-Jan-2020,20-Jan-2020,4,USD,6,45,304,35,2,0.2,984.9,"1,969.80",88,173342.4,86671.2
SO - 0005002,In-Store,WARE-XYS1001,23-Aug-2019,5-Jan-2020,7-Jan-2020,14-Jan-2020,7,USD,5,45,26,24,2,0.2,"2,818.36","5,996.50",88,527692,248015.68
SO - 0005003,Distributor,WARE-NMK1003,23-Aug-2019,5-Jan-2020,30-Jan-2020,3-Feb-2020,4,USD,25,11,192,26,8,0.1,"2,396.86","3,865.90",88,340199.2,210923.68
SO - 0005004,In-Store,WARE-XYS1001,23-Aug-2019,5-Jan-2020,9-Jan-2020,13-Jan-2020,4,USD,5,6,22,4,5,0.075,"4,557.27","5,768.70",88,507645.6,401039.76
SO - 0005005,Online,WARE-NMK1003,23-Aug-2019,6-Jan-2020,27-Jan-2020,30-Jan-2020,3,USD,15,50,166,15,5,0.15,"1,341.34","1,916.20",88,168625.6,118037.92
SO - 0005006,In-Store,WARE-NBV1002,23-Aug-2019,6-Jan-2020,9-Jan-2020,11-Jan-2020,2,USD,11,9,73,13,2,0.075,"1,392.93","1,989.90",88,175111.2,122577.84
SO - 0005007,In-Store,WARE-NMK1003,23-Aug-2019,6-Jan-2020,29-Jan-2020,5-Feb-2020,7,USD,1,46,139,45,1,0.1,"2,763.48","3,370.10",88,296568.8,243186.24
SO - 0005008,Distributor,WARE-XYS1001,23-Aug-2019,6-Jan-2020,24-Jan-2020,3-Feb-2020,10,USD,22,38,9,46,6,0.2,697.74,850.9,88,74879.2,61401.12
SO - 0005009,Wholesale,WARE-NBV1002,23-Aug-2019,6-Jan-2020,3-Feb-2020,13-Feb-2020,10,USD,26,15,83,32,2,0.05,697.87,"1,125.60",88,99052.8,61412.56
SO - 0005010,Distributor,WARE-XYS1001,23-Aug-2019,6-Jan-2020,18-Jan-2020,26-Jan-2020,8,USD,24,42,51,25,8,0.075,"3,509.66","6,157.30",88,541842.4,308850.08
SO - 0005011,Wholesale,WARE-XYS1001,23-Aug-2019,6-Jan-2020,21-Jan-2020,27-Jan-2020,6,USD,27,17,13,24,6,0.075,592.95,"1,005.00",88,88440,52179.6
SO - 0005012,In-Store,WARE-PUJ1005,23-Aug-2019,6-Jan-2020,26-Jan-2020,31-Jan-2020,5,USD,2,24,317,28,5,0.075,"1,735.30","2,479.00",88,218152,152706.4
SO - 0005013,Wholesale,WARE-NMK1003,23-Aug-2019,6-Jan-2020,27-Jan-2020,30-Jan-2020,3,USD,28,20,189,8,5,0.075,"1,492.43","1,989.90",88,175111.2,131333.84
SO - 0005014,In-Store,WARE-XYS1001,23-Aug-2019,6-Jan-2020,31-Jan-2020,1-Feb-2020,1,USD,8,1,34,10,7,0.05,336.94,716.9,88,63087.2,29650.72
SO - 0005015,In-Store,WARE-MKL1006,23-Aug-2019,7-Jan-2020,19-Jan-2020,22-Jan-2020,3,USD,2,35,351,9,4,0.1,894.85,"1,688.40",88,148579.2,78746.8
SO - 0005016,In-Store,WARE-XYS1001,23-Aug-2019,7-Jan-2020,13-Jan-2020,23-Jan-2020,10,USD,2,50,6,31,8,0.3,"1,938.58","2,619.70",88,230533.6,170595.04
SO - 0005017,In-Store,WARE-UHY1004,23-Aug-2019,7-Jan-2020,25-Jan-2020,1-Feb-2020,7,USD,7,12,212,2,3,0.05,"1,400.17","1,728.60",88,152116.8,123214.96
SO - 0005018,Distributor,WARE-UHY1004,1-Dec-2019,7-Jan-2020,9-Jan-2020,10-Jan-2020,1,USD,21,32,223,32,1,0.075,"1,637.21","3,993.20",88,351401.6,144074.48
SO - 0005019,In-Store,WARE-NMK1003,23-Aug-2019,7-Jan-2020,3-Feb-2020,4-Feb-2020,1,USD,5,37,202,33,3,0.05,"1,199.30","2,398.60",88,211076.8,105538.4
SO - 0005020,In-Store,WARE-XYS1001,23-Aug-2019,7-Jan-2020,10-Jan-2020,15-Jan-2020,5,USD,8,21,19,24,6,0.05,548.33,884.4,88,77827.2,48253.04
SO - 0005021,In-Store,WARE-NMK1003,23-Aug-2019,7-Jan-2020,3-Feb-2020,10-Feb-2020,7,USD,7,24,93,25,8,0.1,353.76,804,88,70752,31130.88
SO - 0005022,In-Store,WARE-NMK1003,23-Aug-2019,7-Jan-2020,9-Jan-2020,10-Jan-2020,1,USD,4,24,175,14,6,0.15,475.83,897.8,88,79006.4,41873.04
SO - 0005023,In-Store,WARE-NMK1003,23-Aug-2019,7-Jan-2020,17-Jan-2020,19-Jan-2020,2,USD,4,34,189,39,4,0.075,"1,891.01","3,859.20",88,339609.6,166408.88
SO - 0005024,In-Store,WARE-UHY1004,23-Aug-2019,7-Jan-2020,2-Feb-2020,5-Feb-2020,3,USD,6,24,257,18,7,0.1,675.49,951.4,88,83723.2,59443.12
SO - 0005025,In-Store,WARE-MKL1006,23-Aug-2019,7-Jan-2020,22-Jan-2020,25-Jan-2020,3,USD,5,6,339,13,2,0.1,120.6,201,88,17688,10612.8
SO - 0005026,In-Store,WARE-PUJ1005,23-Aug-2019,7-Jan-2020,10-Jan-2020,20-Jan-2020,10,USD,11,23,318,10,3,0.15,"1,950.24","2,566.10",88,225816.8,171621.12
SO - 0005027,In-Store,WARE-NMK1003,1-Dec-2019,7-Jan-2020,12-Jan-2020,14-Jan-2020,2,USD,12,18,149,44,7,0.05,968.02,"1,728.60",88,152116.8,85185.76
SO - 0005028,Online,WARE-XYS1001,23-Aug-2019,8-Jan-2020,12-Jan-2020,15-Jan-2020,3,USD,17,40,40,39,3,0.075,"3,028.00","5,132.20",88,451633.6,266464
SO - 0005029,Online,WARE-UHY1004,23-Aug-2019,8-Jan-2020,21-Jan-2020,31-Jan-2020,10,USD,19,12,261,44,6,0.075,"4,439.29","5,480.60",88,482292.8,390657.52
SO - 0005030,In-Store,WARE-PUJ1005,23-Aug-2019,8-Jan-2020,14-Jan-2020,21-Jan-2020,7,USD,8,4,262,22,4,0.15,"2,688.04","3,953.00",88,347864,236547.52
SO - 0005031,Wholesale,WARE-NMK1003,23-Aug-2019,8-Jan-2020,20-Jan-2020,27-Jan-2020,7,USD,26,42,171,31,6,0.075,530.64,964.8,88,84902.4,46696.32
SO - 0005032,Online,WARE-NMK1003,1-Dec-2019,8-Jan-2020,12-Jan-2020,19-Jan-2020,7,USD,20,33,131,19,4,0.075,"1,068.65","1,943.00",88,170984,94041.2
SO - 0005033,Online,WARE-MKL1006,23-Aug-2019,8-Jan-2020,26-Jan-2020,31-Jan-2020,5,USD,19,7,344,6,8,0.15,"3,075.23","3,892.70",88,342557.6,270620.24
SO - 0005034,Online,WARE-NMK1003,23-Aug-2019,8-Jan-2020,20-Jan-2020,29-Jan-2020,9,USD,12,12,138,16,3,0.075,"4,541.39","5,822.30",88,512362.4,399642.32
SO - 0005035,In-Store,WARE-UHY1004,23-Aug-2019,8-Jan-2020,15-Jan-2020,21-Jan-2020,6,USD,6,47,259,1,3,0.15,"1,299.00","1,755.40",88,154475.2,114312
SO - 0005036,Wholesale,WARE-NBV1002,23-Aug-2019,8-Jan-2020,15-Jan-2020,16-Jan-2020,1,USD,27,39,82,32,4,0.1,"1,439.29","3,128.90",88,275343.2,126657.52
SO - 0005037,Distributor,WARE-PUJ1005,23-Aug-2019,8-Jan-2020,4-Feb-2020,9-Feb-2020,5,USD,25,34,303,24,3,0.075,"1,553.19","2,318.20",88,204001.6,136680.72
SO - 0005038,In-Store,WARE-NMK1003,1-Dec-2019,9-Jan-2020,30-Jan-2020,8-Feb-2020,9,USD,11,13,183,42,5,0.1,"1,145.30","1,735.30",88,152706.4,100786.4
SO - 0005039,Distributor,WARE-NBV1002,23-Aug-2019,9-Jan-2020,14-Jan-2020,24-Jan-2020,10,USD,25,17,85,30,7,0.05,"1,551.72","3,879.30",88,341378.4,136551.36
SO - 0005040,Online,WARE-NBV1002,23-Aug-2019,9-Jan-2020,23-Jan-2020,25-Jan-2020,2,USD,17,26,76,18,8,0.05,"1,887.79","3,932.90",88,346095.2,166125.52
SO - 0005041,In-Store,WARE-NMK1003,23-Aug-2019,9-Jan-2020,25-Jan-2020,4-Feb-2020,10,USD,4,39,163,9,2,0.1,543.5,"1,045.20",88,91977.6,47828
SO - 0005042,In-Store,WARE-NBV1002,23-Aug-2019,9-Jan-2020,16-Jan-2020,24-Jan-2020,8,USD,5,4,66,38,7,0.1,124.35,214.4,88,18867.2,10942.8
SO - 0005043,In-Store,WARE-PUJ1005,23-Aug-2019,9-Jan-2020,2-Feb-2020,10-Feb-2020,8,USD,5,34,301,10,4,0.05,466.86,897.8,88,79006.4,41083.68
SO - 0005044,In-Store,WARE-PUJ1005,23-Aug-2019,9-Jan-2020,16-Jan-2020,21-Jan-2020,5,USD,1,16,289,40,1,0.3,717.57,"1,139.00",88,100232,63146.16
SO - 0005045,In-Store,WARE-MKL1006,23-Aug-2019,9-Jan-2020,14-Jan-2020,19-Jan-2020,5,USD,6,17,339,19,5,0.05,"2,348.02","5,460.50",88,480524,206625.76
SO - 0005046,Wholesale,WARE-NMK1003,23-Aug-2019,9-Jan-2020,26-Jan-2020,31-Jan-2020,5,USD,27,45,128,24,3,0.075,"1,841.76","2,391.90",88,210487.2,162074.88
SO - 0005047,Distributor,WARE-PUJ1005,23-Aug-2019,9-Jan-2020,2-Feb-2020,11-Feb-2020,9,USD,24,1,276,18,6,0.3,"4,557.34","5,996.50",88,527692,401045.92
SO - 0005048,Wholesale,WARE-MKL1006,1-Dec-2019,10-Jan-2020,25-Jan-2020,1-Feb-2020,7,USD,27,9,343,38,2,0.075,726.01,"1,728.60",88,152116.8,63888.88
SO - 0005049,Wholesale,WARE-MKL1006,1-Dec-2019,10-Jan-2020,23-Jan-2020,24-Jan-2020,1,USD,25,13,330,16,4,0.15,"2,240.01","3,343.30",88,294210.4,197120.88
SO - 0005050,In-Store,WARE-NMK1003,23-Aug-2019,10-Jan-2020,21-Jan-2020,22-Jan-2020,1,USD,2,40,149,19,6,0.1,81.87,174.2,88,15329.6,7204.56
SO - 0005051,Online,WARE-PUJ1005,1-Dec-2019,10-Jan-2020,13-Jan-2020,15-Jan-2020,2,USD,12,31,324,31,6,0.05,561.06,"1,058.60",88,93156.8,49373.28
SO - 0005052,Wholesale,WARE-PUJ1005,23-Aug-2019,10-Jan-2020,14-Jan-2020,18-Jan-2020,4,USD,26,37,327,12,5,0.075,395.57,964.8,88,84902.4,34810.16
SO - 0005053,In-Store,WARE-NBV1002,23-Aug-2019,10-Jan-2020,21-Jan-2020,29-Jan-2020,8,USD,5,39,81,18,1,0.05,"2,300.51","3,966.40",88,349043.2,202444.88
SO - 0005054,In-Store,WARE-XYS1001,1-Dec-2019,10-Jan-2020,24-Jan-2020,28-Jan-2020,4,USD,1,43,42,26,1,0.05,"1,895.83","2,633.10",88,231712.8,166833.04
SO - 0005055,Online,WARE-MKL1006,23-Aug-2019,10-Jan-2020,19-Jan-2020,22-Jan-2020,3,USD,13,40,360,36,7,0.05,819.48,"1,011.70",88,89029.6,72114.24
SO - 0005056,In-Store,WARE-NBV1002,23-Aug-2019,10-Jan-2020,25-Jan-2020,2-Feb-2020,8,USD,8,15,63,30,8,0.05,"2,802.74","3,892.70",88,342557.6,246641.12
SO - 0005057,Distributor,WARE-MKL1006,23-Aug-2019,10-Jan-2020,20-Jan-2020,23-Jan-2020,3,USD,22,3,331,17,7,0.05,"1,636.41","3,805.60",88,334892.8,144004.08
SO - 0005058,In-Store,WARE-PUJ1005,23-Aug-2019,10-Jan-2020,15-Jan-2020,18-Jan-2020,3,USD,6,20,274,19,7,0.05,825.44,"1,031.80",88,90798.4,72638.72
SO - 0005059,In-Store,WARE-NMK1003,1-Dec-2019,10-Jan-2020,28-Jan-2020,30-Jan-2020,2,USD,8,11,109,3,4,0.05,"2,618.83","6,090.30",88,535946.4,230457.04
SO - 0005060,In-Store,WARE-PUJ1005,23-Aug-2019,11-Jan-2020,28-Jan-2020,3-Feb-2020,6,USD,8,11,307,19,2,0.05,"2,102.06","3,892.70",88,342557.6,184981.28
SO - 0005061,Wholesale,WARE-NMK1003,23-Aug-2019,11-Jan-2020,31-Jan-2020,2-Feb-2020,2,USD,27,2,120,14,1,0.1,"1,070.93","2,231.10",88,196336.8,94241.84
SO - 0005062,In-Store,WARE-NMK1003,23-Aug-2019,11-Jan-2020,22-Jan-2020,30-Jan-2020,8,USD,11,23,172,46,6,0.15,"3,320.52","3,953.00",88,347864,292205.76
SO - 0005063,Online,WARE-NMK1003,23-Aug-2019,11-Jan-2020,21-Jan-2020,28-Jan-2020,7,USD,20,13,145,18,1,0.075,726.41,931.3,88,81954.4,63924.08
SO - 0005064,In-Store,WARE-XYS1001,23-Aug-2019,11-Jan-2020,20-Jan-2020,25-Jan-2020,5,USD,6,31,2,31,4,0.3,"1,365.73","2,626.40",88,231123.2,120184.24
SO - 0005065,Online,WARE-UHY1004,23-Aug-2019,11-Jan-2020,7-Feb-2020,12-Feb-2020,5,USD,15,23,256,14,6,0.15,"1,294.91","1,681.70",88,147989.6,113952.08
SO - 0005066,Distributor,WARE-MKL1006,1-Dec-2019,11-Jan-2020,20-Jan-2020,21-Jan-2020,1,USD,22,31,361,5,2,0.2,987.71,"1,266.30",88,111434.4,86918.48
SO - 0005067,Online,WARE-NBV1002,23-Aug-2019,11-Jan-2020,7-Feb-2020,8-Feb-2020,1,USD,14,41,84,47,5,0.1,"1,879.75","3,356.70",88,295389.6,165418
SO - 0005068,In-Store,WARE-UHY1004,23-Aug-2019,11-Jan-2020,7-Feb-2020,15-Feb-2020,8,USD,6,11,228,3,6,0.1,767.42,"1,112.20",88,97873.6,67532.96
SO - 0005069,In-Store,WARE-PUJ1005,23-Aug-2019,11-Jan-2020,1-Feb-2020,2-Feb-2020,1,USD,1,12,272,28,8,0.05,819.54,"1,862.60",88,163908.8,72119.52
SO - 0005070,In-Store,WARE-NMK1003,23-Aug-2019,11-Jan-2020,7-Feb-2020,12-Feb-2020,5,USD,7,48,154,2,2,0.1,106.93,254.6,88,22404.8,9409.84
SO - 0005071,In-Store,WARE-NMK1003,23-Aug-2019,11-Jan-2020,18-Jan-2020,28-Jan-2020,10,USD,11,7,174,45,1,0.2,"2,822.04","3,919.50",88,344916,248339.52
SO - 0005072,Distributor,WARE-NMK1003,23-Aug-2019,11-Jan-2020,3-Feb-2020,13-Feb-2020,10,USD,24,23,174,4,1,0.05,"3,024.65","3,979.80",88,350222.4,266169.2
SO - 0005073,In-Store,WARE-UHY1004,23-Aug-2019,12-Jan-2020,18-Jan-2020,21-Jan-2020,3,USD,10,49,243,2,6,0.15,"1,852.42","3,859.20",88,339609.6,163012.96
SO - 0005074,Online,WARE-NMK1003,23-Aug-2019,12-Jan-2020,23-Jan-2020,29-Jan-2020,6,USD,20,18,173,15,8,0.3,109.34,214.4,88,18867.2,9621.92
SO - 0005075,Wholesale,WARE-XYS1001,23-Aug-2019,12-Jan-2020,30-Jan-2020,3-Feb-2020,4,USD,28,7,39,24,1,0.075,989.79,"1,252.90",88,110255.2,87101.52
SO - 0005076,Online,WARE-NMK1003,23-Aug-2019,12-Jan-2020,22-Jan-2020,28-Jan-2020,6,USD,13,1,166,23,8,0.15,"2,367.85","4,013.30",88,353170.4,208370.8
SO - 0005077,Online,WARE-NMK1003,23-Aug-2019,12-Jan-2020,30-Jan-2020,9-Feb-2020,10,USD,14,47,128,34,8,0.075,645.08,"1,112.20",88,97873.6,56767.04
SO - 0005078,Distributor,WARE-PUJ1005,23-Aug-2019,12-Jan-2020,9-Feb-2020,14-Feb-2020,5,USD,22,2,292,36,8,0.05,"2,662.85","3,859.20",88,339609.6,234330.8
SO - 0005079,Online,WARE-NBV1002,23-Aug-2019,12-Jan-2020,20-Jan-2020,21-Jan-2020,1,USD,17,40,83,46,5,0.1,"3,137.07","3,825.70",88,336661.6,276062.16
SO - 0005080,In-Store,WARE-XYS1001,1-Dec-2019,12-Jan-2020,21-Jan-2020,26-Jan-2020,5,USD,7,12,26,47,7,0.1,173.66,241.2,88,21225.6,15282.08
SO - 0005081,Online,WARE-PUJ1005,23-Aug-2019,12-Jan-2020,26-Jan-2020,4-Feb-2020,9,USD,13,46,302,38,5,0.4,"2,467.48","3,979.80",88,350222.4,217138.24
SO - 0005082,Wholesale,WARE-UHY1004,23-Aug-2019,12-Jan-2020,28-Jan-2020,1-Feb-2020,4,USD,26,13,237,41,8,0.075,"3,197.51","3,899.40",88,343147.2,281380.88
SO - 0005083,In-Store,WARE-XYS1001,23-Aug-2019,12-Jan-2020,31-Jan-2020,9-Feb-2020,9,USD,7,42,49,30,3,0.05,"1,736.64","2,412.00",88,212256,152824.32
SO - 0005084,In-Store,WARE-NBV1002,23-Aug-2019,12-Jan-2020,3-Feb-2020,5-Feb-2020,2,USD,3,13,85,10,8,0.075,"4,289.41","5,875.90",88,517079.2,377468.08
SO - 0005085,Online,WARE-MKL1006,23-Aug-2019,12-Jan-2020,19-Jan-2020,24-Jan-2020,5,USD,19,38,343,36,1,0.3,"3,122.87","5,293.00",88,465784,274812.56
SO - 0005086,Online,WARE-PUJ1005,23-Aug-2019,13-Jan-2020,29-Jan-2020,3-Feb-2020,5,USD,14,19,280,19,7,0.075,"1,995.53","3,912.80",88,344326.4,175606.64
SO - 0005087,In-Store,WARE-UHY1004,23-Aug-2019,13-Jan-2020,21-Jan-2020,27-Jan-2020,6,USD,9,37,244,5,3,0.075,718.64,"1,159.10",88,102000.8,63240.32
SO - 0005088,In-Store,WARE-NMK1003,23-Aug-2019,13-Jan-2020,20-Jan-2020,27-Jan-2020,7,USD,3,47,89,42,4,0.1,596.57,"1,125.60",88,99052.8,52498.16
SO - 0005089,In-Store,WARE-NMK1003,23-Aug-2019,13-Jan-2020,23-Jan-2020,30-Jan-2020,7,USD,11,41,124,32,8,0.05,"1,956.40","3,912.80",88,344326.4,172163.2
SO - 0005090,In-Store,WARE-NMK1003,1-Dec-2019,13-Jan-2020,2-Feb-2020,9-Feb-2020,7,USD,5,7,190,6,7,0.05,159.46,227.8,88,20046.4,14032.48
SO - 0005091,Distributor,WARE-PUJ1005,1-Dec-2019,13-Jan-2020,7-Feb-2020,10-Feb-2020,3,USD,24,45,282,39,7,0.075,407.36,"1,018.40",88,89619.2,35847.68
SO - 0005092,Wholesale,WARE-XYS1001,23-Aug-2019,13-Jan-2020,15-Jan-2020,23-Jan-2020,8,USD,26,20,27,16,8,0.1,684.74,938,88,82544,60257.12
SO - 0005093,Online,WARE-UHY1004,1-Dec-2019,13-Jan-2020,20-Jan-2020,22-Jan-2020,2,USD,16,42,245,43,3,0.05,102.51,227.8,88,20046.4,9020.88
SO - 0005094,Distributor,WARE-NMK1003,1-Dec-2019,13-Jan-2020,10-Feb-2020,11-Feb-2020,1,USD,22,6,112,47,7,0.05,673.35,"1,005.00",88,88440,59254.8
SO - 0005095,Distributor,WARE-NMK1003,1-Dec-2019,14-Jan-2020,22-Jan-2020,25-Jan-2020,3,USD,23,5,120,35,2,0.075,166.29,227.8,88,20046.4,14633.52
SO - 0005096,Wholesale,WARE-PUJ1005,1-Dec-2019,14-Jan-2020,23-Jan-2020,1-Feb-2020,9,USD,28,30,325,7,5,0.05,546.72,"1,072.00",88,94336,48111.36
SO - 0005097,Distributor,WARE-XYS1001,23-Aug-2019,14-Jan-2020,25-Jan-2020,4-Feb-2020,10,USD,22,1,4,1,1,0.075,"1,954.52","2,505.80",88,220510.4,171997.76
SO - 0005098,In-Store,WARE-NBV1002,23-Aug-2019,14-Jan-2020,3-Feb-2020,11-Feb-2020,8,USD,4,28,65,21,5,0.05,"3,015.00","4,020.00",88,353760,265320
SO - 0005099,Wholesale,WARE-NMK1003,23-Aug-2019,14-Jan-2020,9-Feb-2020,15-Feb-2020,6,USD,26,12,89,23,4,0.05,"3,253.86","5,916.10",88,520616.8,286339.68
SO - 0005100,In-Store,WARE-PUJ1005,1-Dec-2019,14-Jan-2020,11-Feb-2020,16-Feb-2020,5,USD,3,11,289,5,4,0.1,567.89,"1,092.10",88,96104.8,49974.32
SO - 0005101,Online,WARE-UHY1004,1-Dec-2019,14-Jan-2020,9-Feb-2020,13-Feb-2020,4,USD,14,16,222,40,4,0.15,"2,375.82","3,959.70",88,348453.6,209072.16
SO - 0005102,In-Store,WARE-PUJ1005,23-Aug-2019,14-Jan-2020,28-Jan-2020,1-Feb-2020,4,USD,12,16,272,41,3,0.1,"1,884.44","3,845.80",88,338430.4,165830.72
SO - 0005103,In-Store,WARE-PUJ1005,1-Dec-2019,14-Jan-2020,9-Feb-2020,12-Feb-2020,3,USD,7,10,280,21,7,0.1,"2,586.87","3,919.50",88,344916,227644.56
SO - 0005104,In-Store,WARE-PUJ1005,23-Aug-2019,14-Jan-2020,22-Jan-2020,28-Jan-2020,6,USD,4,43,314,23,6,0.2,131.32,268,88,23584,11556.16
SO - 0005105,Online,WARE-PUJ1005,23-Aug-2019,15-Jan-2020,18-Jan-2020,27-Jan-2020,9,USD,18,4,289,1,8,0.05,"1,634.47","3,986.50",88,350812,143833.36
SO - 0005106,In-Store,WARE-NMK1003,23-Aug-2019,15-Jan-2020,12-Feb-2020,19-Feb-2020,7,USD,9,10,107,32,7,0.075,"1,795.60","2,680.00",88,235840,158012.8
SO - 0005107,Online,WARE-XYS1001,1-Dec-2019,15-Jan-2020,19-Jan-2020,22-Jan-2020,3,USD,20,7,19,23,3,0.075,501.7,"1,045.20",88,91977.6,44149.6
SO - 0005108,In-Store,WARE-NMK1003,1-Dec-2019,15-Jan-2020,31-Jan-2020,1-Feb-2020,1,USD,11,18,144,20,1,0.05,"3,272.28","5,949.60",88,523564.8,287960.64
SO - 0005109,In-Store,WARE-NBV1002,23-Aug-2019,15-Jan-2020,17-Jan-2020,19-Jan-2020,2,USD,9,42,75,20,5,0.075,"1,578.52","3,946.30",88,347274.4,138909.76
SO - 0005110,In-Store,WARE-NBV1002,23-Aug-2019,15-Jan-2020,18-Jan-2020,19-Jan-2020,1,USD,3,24,79,5,2,0.2,"1,536.44","1,969.80",88,173342.4,135206.72
SO - 0005111,In-Store,WARE-XYS1001,23-Aug-2019,15-Jan-2020,7-Feb-2020,13-Feb-2020,6,USD,1,47,12,24,2,0.05,"2,872.63","5,862.50",88,515900,252791.44
SO - 0005112,Online,WARE-NMK1003,1-Dec-2019,15-Jan-2020,23-Jan-2020,1-Feb-2020,9,USD,19,23,167,29,5,0.15,739.95,"1,681.70",88,147989.6,65115.6
SO - 0005113,Wholesale,WARE-NMK1003,23-Aug-2019,16-Jan-2020,6-Feb-2020,9-Feb-2020,3,USD,26,20,93,11,8,0.05,"1,361.98","2,432.10",88,214024.8,119854.24
SO - 0005114,In-Store,WARE-UHY1004,23-Aug-2019,16-Jan-2020,19-Jan-2020,24-Jan-2020,5,USD,8,28,225,35,6,0.075,"1,429.51","1,701.80",88,149758.4,125796.88
SO - 0005115,Wholesale,WARE-NMK1003,1-Dec-2019,16-Jan-2020,29-Jan-2020,1-Feb-2020,3,USD,26,41,167,30,8,0.15,"2,207.58","3,504.10",88,308360.8,194267.04
SO - 0005116,Wholesale,WARE-UHY1004,1-Dec-2019,16-Jan-2020,21-Jan-2020,31-Jan-2020,10,USD,28,36,222,16,6,0.2,"1,689.47","2,639.80",88,232302.4,148673.36
